"run","randomSeed","perception_radius","treasure_count","area_dimensions","navigation_memory","treasure_value","treasure_decay_rate","explorer_count"
161,-322288748,4,50,100,0.5,1000.0,0.01,200
163,-322279783,5,10,40,0.1,1000.0,0.01,100
165,-322279215,5,10,40,0.1,1000.0,0.01,300
167,-322277696,5,10,40,0.3,1000.0,0.01,200
169,-322276724,5,10,40,0.5,1000.0,0.01,100
171,-322276276,5,10,40,0.5,1000.0,0.01,300
173,-322275495,5,10,70,0.1,1000.0,0.01,200
175,-322262611,5,10,70,0.3,1000.0,0.01,100
177,-322258661,5,10,70,0.3,1000.0,0.01,300
179,-322247804,5,10,70,0.5,1000.0,0.01,200
181,-322233924,5,10,100,0.1,1000.0,0.01,100
183,-322217433,5,10,100,0.1,1000.0,0.01,300
185,-322185830,5,10,100,0.3,1000.0,0.01,200
187,-322156447,5,10,100,0.5,1000.0,0.01,100
189,-322140879,5,10,100,0.5,1000.0,0.01,300
191,-322079856,5,30,40,0.1,1000.0,0.01,200
193,-322079512,5,30,40,0.3,1000.0,0.01,100
195,-322079397,5,30,40,0.3,1000.0,0.01,300
197,-322079114,5,30,40,0.5,1000.0,0.01,200
199,-322078839,5,30,70,0.1,1000.0,0.01,100
201,-322077635,5,30,70,0.1,1000.0,0.01,300
203,-322074543,5,30,70,0.3,1000.0,0.01,200
205,-322071725,5,30,70,0.5,1000.0,0.01,100
207,-322066760,5,30,70,0.5,1000.0,0.01,300
209,-322061365,5,30,100,0.1,1000.0,0.01,200
211,-322048257,5,30,100,0.3,1000.0,0.01,100
213,-322039290,5,30,100,0.3,1000.0,0.01,300
215,-322017547,5,30,100,0.5,1000.0,0.01,200
217,-322008829,5,50,40,0.1,1000.0,0.01,100
219,-322008776,5,50,40,0.1,1000.0,0.01,300
221,-322008570,5,50,40,0.3,1000.0,0.01,200
223,-322008459,5,50,40,0.5,1000.0,0.01,100
225,-322008402,5,50,40,0.5,1000.0,0.01,300
227,-322008241,5,50,70,0.1,1000.0,0.01,200
229,-322007492,5,50,70,0.3,1000.0,0.01,100
231,-322006988,5,50,70,0.3,1000.0,0.01,300
233,-322005382,5,50,70,0.5,1000.0,0.01,200
235,-322004455,5,50,100,0.1,1000.0,0.01,100
237,-322000515,5,50,100,0.1,1000.0,0.01,300
239,-321992388,5,50,100,0.3,1000.0,0.01,200
241,-321986432,5,50,100,0.5,1000.0,0.01,100
243,-321982910,5,50,100,0.5,1000.0,0.01,300
245,-321975746,6,10,40,0.1,1000.0,0.01,200
247,-321974907,6,10,40,0.3,1000.0,0.01,100
249,-321974596,6,10,40,0.3,1000.0,0.01,300
251,-321973591,6,10,40,0.5,1000.0,0.01,200
253,-321972973,6,10,70,0.1,1000.0,0.01,100
255,-321969723,6,10,70,0.1,1000.0,0.01,300
257,-321959608,6,10,70,0.3,1000.0,0.01,200
259,-321945883,6,10,70,0.5,1000.0,0.01,100
261,-321943199,6,10,70,0.5,1000.0,0.01,300
263,-321930402,6,10,100,0.1,1000.0,0.01,200
265,-321908740,6,10,100,0.3,1000.0,0.01,100
267,-321897314,6,10,100,0.3,1000.0,0.01,300
269,-321857039,6,10,100,0.5,1000.0,0.01,200
271,-321823420,6,30,40,0.1,1000.0,0.01,100
273,-321823320,6,30,40,0.1,1000.0,0.01,300
275,-321823034,6,30,40,0.3,1000.0,0.01,200
277,-321822831,6,30,40,0.5,1000.0,0.01,100
279,-321822723,6,30,40,0.5,1000.0,0.01,300
281,-321822430,6,30,70,0.1,1000.0,0.01,200
283,-321819273,6,30,70,0.3,1000.0,0.01,100
285,-321818731,6,30,70,0.3,1000.0,0.01,300
287,-321813301,6,30,70,0.5,1000.0,0.01,200
289,-321811531,6,30,100,0.1,1000.0,0.01,100
291,-321805989,6,30,100,0.1,1000.0,0.01,300
293,-321795812,6,30,100,0.3,1000.0,0.01,200
295,-321788869,6,30,100,0.5,1000.0,0.01,100
297,-321783840,6,30,100,0.5,1000.0,0.01,300
299,-321769602,6,50,40,0.1,1000.0,0.01,200
301,-321769492,6,50,40,0.3,1000.0,0.01,100
303,-321769446,6,50,40,0.3,1000.0,0.01,300
305,-321769263,6,50,40,0.5,1000.0,0.01,200
307,-321769132,6,50,70,0.1,1000.0,0.01,100
309,-321768849,6,50,70,0.1,1000.0,0.01,300
311,-321768024,6,50,70,0.3,1000.0,0.01,200
313,-321766683,6,50,70,0.5,1000.0,0.01,100
315,-321766220,6,50,70,0.5,1000.0,0.01,300
317,-321765494,6,50,100,0.1,1000.0,0.01,200
319,-321762354,6,50,100,0.3,1000.0,0.01,100
321,-321761061,6,50,100,0.3,1000.0,0.01,300
323,-321754824,6,50,100,0.5,1000.0,0.01,200
2,-323064104,3,10,40,0.1,1000.0,0.01,200
4,-323061784,3,10,40,0.3,1000.0,0.01,100
6,-323060900,3,10,40,0.3,1000.0,0.01,300
8,-323057451,3,10,40,0.5,1000.0,0.01,200
10,-323054982,3,10,70,0.1,1000.0,0.01,100
12,-323051313,3,10,70,0.1,1000.0,0.01,300
14,-323038442,3,10,70,0.3,1000.0,0.01,200
16,-323028582,3,10,70,0.5,1000.0,0.01,100
18,-323022376,3,10,70,0.5,1000.0,0.01,300
20,-322999281,3,10,100,0.1,1000.0,0.01,200
22,-322939775,3,10,100,0.3,1000.0,0.01,100
24,-322921329,3,10,100,0.3,1000.0,0.01,300
26,-322834022,3,10,100,0.5,1000.0,0.01,200
28,-322791793,3,30,40,0.1,1000.0,0.01,100
30,-322791628,3,30,40,0.1,1000.0,0.01,300
32,-322791244,3,30,40,0.3,1000.0,0.01,200
34,-322790702,3,30,40,0.5,1000.0,0.01,100
36,-322790554,3,30,40,0.5,1000.0,0.01,300
38,-322790022,3,30,70,0.1,1000.0,0.01,200
40,-322786208,3,30,70,0.3,1000.0,0.01,100
42,-322783962,3,30,70,0.3,1000.0,0.01,300
44,-322777829,3,30,70,0.5,1000.0,0.01,200
46,-322773172,3,30,100,0.1,1000.0,0.01,100
48,-322762642,3,30,100,0.1,1000.0,0.01,300
50,-322739673,3,30,100,0.3,1000.0,0.01,200
52,-322726943,3,30,100,0.5,1000.0,0.01,100
54,-322718874,3,30,100,0.5,1000.0,0.01,300
56,-322700195,3,50,40,0.1,1000.0,0.01,200
58,-322700057,3,50,40,0.3,1000.0,0.01,100
60,-322699989,3,50,40,0.3,1000.0,0.01,300
62,-322699760,3,50,40,0.5,1000.0,0.01,200
64,-322699506,3,50,70,0.1,1000.0,0.01,100
66,-322698005,3,50,70,0.1,1000.0,0.01,300
68,-322695547,3,50,70,0.3,1000.0,0.01,200
70,-322693418,3,50,70,0.5,1000.0,0.01,100
72,-322692574,3,50,70,0.5,1000.0,0.01,300
74,-322689250,3,50,100,0.1,1000.0,0.01,200
76,-322679878,3,50,100,0.3,1000.0,0.01,100
78,-322674708,3,50,100,0.3,1000.0,0.01,300
80,-322656671,3,50,100,0.5,1000.0,0.01,200
82,-322643777,4,10,40,0.1,1000.0,0.01,100
84,-322643175,4,10,40,0.1,1000.0,0.01,300
86,-322641559,4,10,40,0.3,1000.0,0.01,200
88,-322640557,4,10,40,0.5,1000.0,0.01,100
90,-322638975,4,10,40,0.5,1000.0,0.01,300
92,-322638067,4,10,70,0.1,1000.0,0.01,200
94,-322625520,4,10,70,0.3,1000.0,0.01,100
96,-322622075,4,10,70,0.3,1000.0,0.01,300
98,-322603867,4,10,70,0.5,1000.0,0.01,200
100,-322595969,4,10,100,0.1,1000.0,0.01,100
102,-322579875,4,10,100,0.1,1000.0,0.01,300
104,-322539251,4,10,100,0.3,1000.0,0.01,200
106,-322505691,4,10,100,0.5,1000.0,0.01,100
108,-322484796,4,10,100,0.5,1000.0,0.01,300
110,-322412339,4,30,40,0.1,1000.0,0.01,200
112,-322412164,4,30,40,0.3,1000.0,0.01,100
114,-322412076,4,30,40,0.3,1000.0,0.01,300
116,-322411669,4,30,40,0.5,1000.0,0.01,200
118,-322411335,4,30,70,0.1,1000.0,0.01,100
120,-322410228,4,30,70,0.1,1000.0,0.01,300
122,-322405373,4,30,70,0.3,1000.0,0.01,200
124,-322401949,4,30,70,0.5,1000.0,0.01,100
126,-322400278,4,30,70,0.5,1000.0,0.01,300
128,-322396481,4,30,100,0.1,1000.0,0.01,200
130,-322385487,4,30,100,0.3,1000.0,0.01,100
132,-322378743,4,30,100,0.3,1000.0,0.01,300
134,-322360416,4,30,100,0.5,1000.0,0.01,200
136,-322347820,4,50,40,0.1,1000.0,0.01,100
138,-322347765,4,50,40,0.1,1000.0,0.01,300
140,-322347653,4,50,40,0.3,1000.0,0.01,200
142,-322347544,4,50,40,0.5,1000.0,0.01,100
144,-322347459,4,50,40,0.5,1000.0,0.01,300
146,-322347278,4,50,70,0.1,1000.0,0.01,200
148,-322345504,4,50,70,0.3,1000.0,0.01,100
150,-322344689,4,50,70,0.3,1000.0,0.01,300
152,-322342413,4,50,70,0.5,1000.0,0.01,200
154,-322341101,4,50,100,0.1,1000.0,0.01,100
156,-322337397,4,50,100,0.1,1000.0,0.01,300
158,-322326701,4,50,100,0.3,1000.0,0.01,200
160,-322319603,4,50,100,0.5,1000.0,0.01,100
162,-322315100,4,50,100,0.5,1000.0,0.01,300
164,-322301899,5,10,40,0.1,1000.0,0.01,200
166,-322300338,5,10,40,0.3,1000.0,0.01,100
168,-322299869,5,10,40,0.3,1000.0,0.01,300
170,-322298192,5,10,40,0.5,1000.0,0.01,200
172,-322297509,5,10,70,0.1,1000.0,0.01,100
174,-322293284,5,10,70,0.1,1000.0,0.01,300
176,-322281283,5,10,70,0.3,1000.0,0.01,200
178,-322270709,5,10,70,0.5,1000.0,0.01,100
180,-322267204,5,10,70,0.5,1000.0,0.01,300
182,-322254964,5,10,100,0.1,1000.0,0.01,200
184,-322229728,5,10,100,0.3,1000.0,0.01,100
186,-322219576,5,10,100,0.3,1000.0,0.01,300
188,-322175300,5,10,100,0.5,1000.0,0.01,200
190,-322141725,5,30,40,0.1,1000.0,0.01,100
192,-322141665,5,30,40,0.1,1000.0,0.01,300
194,-322141405,5,30,40,0.3,1000.0,0.01,200
196,-322141245,5,30,40,0.5,1000.0,0.01,100
198,-322141054,5,30,40,0.5,1000.0,0.01,300
200,-322140761,5,30,70,0.1,1000.0,0.01,200
202,-322138148,5,30,70,0.3,1000.0,0.01,100
204,-322137190,5,30,70,0.3,1000.0,0.01,300
206,-322134387,5,30,70,0.5,1000.0,0.01,200
208,-322131860,5,30,100,0.1,1000.0,0.01,100
210,-322125851,5,30,100,0.1,1000.0,0.01,300
212,-322111011,5,30,100,0.3,1000.0,0.01,200
214,-322101383,5,30,100,0.5,1000.0,0.01,100
216,-322094355,5,30,100,0.5,1000.0,0.01,300
218,-322077650,5,50,40,0.1,1000.0,0.01,200
220,-322077392,5,50,40,0.3,1000.0,0.01,100
222,-322077343,5,50,40,0.3,1000.0,0.01,300
224,-322077211,5,50,40,0.5,1000.0,0.01,200
226,-322077109,5,50,70,0.1,1000.0,0.01,100
228,-322076225,5,50,70,0.1,1000.0,0.01,300
230,-322074199,5,50,70,0.3,1000.0,0.01,200
232,-322073120,5,50,70,0.5,1000.0,0.01,100
234,-322072618,5,50,70,0.5,1000.0,0.01,300
236,-322068014,5,50,100,0.1,1000.0,0.01,200
238,-322060614,5,50,100,0.3,1000.0,0.01,100
240,-322054673,5,50,100,0.3,1000.0,0.01,300
242,-322045363,5,50,100,0.5,1000.0,0.01,200
244,-322039842,6,10,40,0.1,1000.0,0.01,100
246,-322039369,6,10,40,0.1,1000.0,0.01,300
248,-322037591,6,10,40,0.3,1000.0,0.01,200
250,-322036775,6,10,40,0.5,1000.0,0.01,100
252,-322035932,6,10,40,0.5,1000.0,0.01,300
254,-322033731,6,10,70,0.1,1000.0,0.01,200
256,-322024776,6,10,70,0.3,1000.0,0.01,100
258,-322021739,6,10,70,0.3,1000.0,0.01,300
260,-322011477,6,10,70,0.5,1000.0,0.01,200
262,-322003521,6,10,100,0.1,1000.0,0.01,100
264,-321995085,6,10,100,0.1,1000.0,0.01,300
266,-321953591,6,10,100,0.3,1000.0,0.01,200
268,-321924732,6,10,100,0.5,1000.0,0.01,100
270,-321913891,6,10,100,0.5,1000.0,0.01,300
272,-321870439,6,30,40,0.1,1000.0,0.01,200
274,-321870324,6,30,40,0.3,1000.0,0.01,100
276,-321870268,6,30,40,0.3,1000.0,0.01,300
278,-321870047,6,30,40,0.5,1000.0,0.01,200
280,-321869870,6,30,70,0.1,1000.0,0.01,100
282,-321869149,6,30,70,0.1,1000.0,0.01,300
284,-321866419,6,30,70,0.3,1000.0,0.01,200
286,-321864106,6,30,70,0.5,1000.0,0.01,100
288,-321863433,6,30,70,0.5,1000.0,0.01,300
290,-321861628,6,30,100,0.1,1000.0,0.01,200
292,-321854262,6,30,100,0.3,1000.0,0.01,100
294,-321849049,6,30,100,0.3,1000.0,0.01,300
296,-321836155,6,30,100,0.5,1000.0,0.01,200
298,-321827453,6,50,40,0.1,1000.0,0.01,100
300,-321827395,6,50,40,0.1,1000.0,0.01,300
302,-321827228,6,50,40,0.3,1000.0,0.01,200
304,-321827042,6,50,40,0.5,1000.0,0.01,100
306,-321826981,6,50,40,0.5,1000.0,0.01,300
308,-321826761,6,50,70,0.1,1000.0,0.01,200
310,-321825565,6,50,70,0.3,1000.0,0.01,100
312,-321825379,6,50,70,0.3,1000.0,0.01,300
314,-321824116,6,50,70,0.5,1000.0,0.01,200
316,-321823140,6,50,100,0.1,1000.0,0.01,100
318,-321821534,6,50,100,0.1,1000.0,0.01,300
320,-321811318,6,50,100,0.3,1000.0,0.01,200
322,-321808005,6,50,100,0.5,1000.0,0.01,100
324,-321805521,6,50,100,0.5,1000.0,0.01,300
