"run","FinalTimeTick","StartingDistanceFromFoundTreasure","FinalUtility","InTeam"
1,5,3.605551275463989,950.9900499,"false"
1,20,12.36931687685298,817.906937597231,"false"
1,4,2.8284271247461903,960.59601,"false"
1,1,1.0,990.0,"false"
1,2,2.0,980.1,"false"
1,4,3.1622776601683795,960.59601,"false"
1,12,8.602325267042627,886.3848717161294,"false"
1,66,22.20360331117452,257.5685587119018,"true"
1,20,11.40175425099138,817.906937597231,"false"
1,68,21.840329667841555,252.44294439353496,"true"
1,2,2.0,980.1,"false"
1,11,7.810249675906654,895.3382542587166,"false"
1,14,9.899494936611665,868.7458127689785,"false"
1,27,19.72308292331602,762.3427143471039,"false"
1,22,15.297058540778355,801.6305895390461,"false"
1,14,11.40175425099138,868.7458127689785,"false"
1,30,17.4928556845359,739.7003733882805,"false"
1,4,2.8284271247461903,960.59601,"false"
1,49,26.40075756488817,611.117239532865,"false"
1,5,3.605551275463989,950.9900499,"false"
1,28,20.0,754.7192872036328,"false"
1,10,7.615773105863909,904.3820750088046,"false"
1,11,6.4031242374328485,895.3382542587166,"false"
1,15,10.44030650891055,860.0583546412887,"false"
1,8,5.0990195135927845,922.7446944279202,"false"
1,14,8.94427190999916,868.7458127689785,"false"
1,8,6.0,922.7446944279202,"false"
1,20,10.0,817.906937597231,"false"
1,18,10.770329614269007,834.5137614500878,"false"
1,14,8.246211251235321,868.7458127689785,"false"
1,6,4.47213595499958,941.4801494010001,"false"
1,66,13.341664064126334,257.5685587119018,"true"
1,54,11.40175425099138,581.1664141181096,"false"
1,37,10.0,689.449085869078,"false"
1,5,3.605551275463989,950.9900499,"false"
1,11,8.06225774829855,895.3382542587166,"false"
1,7,6.082762530298219,932.06534790699,"false"
1,4,3.1622776601683795,960.59601,"false"
1,56,36.05551275463989,284.80060123857965,"true"
1,66,33.94112549695428,257.5685587119018,"true"
1,3,2.23606797749979,970.299,"false"
1,4,3.1622776601683795,960.59601,"false"
1,2,2.0,980.1,"false"
1,54,26.30589287593181,581.1664141181096,"false"
1,12,8.94427190999916,886.3848717161294,"false"
1,46,18.24828759089466,629.8236312032324,"false"
1,38,25.0,682.5545950103872,"false"
1,16,10.770329614269007,851.4577710948759,"false"
1,32,17.72004514666935,724.9803359578536,"false"
1,56,30.083217912982647,284.80060123857965,"true"
1,15,6.708203932499369,860.0583546412887,"false"
1,13,8.06225774829855,877.5210229989681,"false"
1,57,28.0178514522438,284.80060123857965,"true"
1,68,20.0,252.44294439353496,"true"
1,161,13.341664064126334,198.27425658891462,"false"
1,2,1.4142135623730951,980.1,"false"
1,22,13.0,801.6305895390461,"false"
1,4,3.1622776601683795,960.59601,"false"
1,21,4.123105625617661,809.7278682212587,"false"
1,5,4.123105625617661,950.9900499,"false"
1,39,24.186773244895647,675.7290490602833,"false"
1,68,12.727922061357855,252.44294439353496,"true"
1,42,19.313207915827967,655.6592205741438,"false"
1,7,6.082762530298219,932.06534790699,"false"
1,68,22.47220505424423,252.44294439353496,"true"
1,53,19.849433241279208,587.0367819374844,"false"
1,58,12.041594578792296,279.13306927393194,"true"
1,97,13.341664064126334,190.52355905227498,"true"
1,72,24.698178070456937,242.49568513708155,"true"
1,31,22.02271554554524,732.3033696543977,"false"
1,27,8.48528137423857,762.3427143471039,"false"
1,8,6.324555320336759,922.7446944279202,"false"
1,9,6.4031242374328485,913.517247483641,"false"
1,14,10.0,868.7458127689785,"false"
1,73,28.0178514522438,242.49568513708155,"true"
1,2,2.0,980.1,"false"
1,31,22.02271554554524,732.3033696543977,"false"
1,96,13.45362404707371,190.52355905227498,"true"
1,43,30.479501308256342,649.1026283684023,"false"
1,3,2.23606797749979,970.299,"false"
1,3,2.23606797749979,970.299,"false"
1,7,5.385164807134504,932.06534790699,"false"
1,24,14.142135623730951,785.678140807219,"false"
1,5,3.605551275463989,950.9900499,"false"
1,25,14.422205101855956,777.8213593991469,"false"
1,5,3.605551275463989,950.9900499,"false"
1,68,9.0,252.44294439353496,"true"
1,40,23.021728866442675,668.9717585696804,"false"
1,69,24.020824298928627,252.44294439353496,"true"
1,4,3.1622776601683795,960.59601,"false"
1,3,3.0,970.299,"false"
1,4,3.1622776601683795,960.59601,"false"
1,37,21.470910553583888,689.449085869078,"false"
1,66,36.61966684720111,257.5685587119018,"true"
1,56,6.324555320336759,284.80060123857965,"true"
1,5,3.605551275463989,950.9900499,"false"
1,4,2.8284271247461903,960.59601,"false"
1,7,5.0,932.06534790699,"false"
1,3,3.0,970.299,"false"
1,58,15.652475842498529,279.13306927393194,"true"
