"run","randomSeed","perception_radius","treasure_count","area_dimensions","navigation_memory","treasure_value","treasure_decay_rate","explorer_count"
145,-317582982,4,50,70,0.1,1000.0,0.01,100
147,-317582295,4,50,70,0.1,1000.0,0.01,300
149,-317580765,4,50,70,0.3,1000.0,0.01,200
151,-317579278,4,50,70,0.5,1000.0,0.01,100
153,-317578758,4,50,70,0.5,1000.0,0.01,300
155,-317577062,4,50,100,0.1,1000.0,0.01,200
157,-317570890,4,50,100,0.3,1000.0,0.01,100
159,-317567400,4,50,100,0.3,1000.0,0.01,300
161,-317552936,4,50,100,0.5,1000.0,0.01,200
163,-317545124,5,10,40,0.1,1000.0,0.01,100
165,-317544636,5,10,40,0.1,1000.0,0.01,300
167,-317543536,5,10,40,0.3,1000.0,0.01,200
169,-317542999,5,10,40,0.5,1000.0,0.01,100
171,-317542796,5,10,40,0.5,1000.0,0.01,300
173,-317540655,5,10,70,0.1,1000.0,0.01,200
175,-317532062,5,10,70,0.3,1000.0,0.01,100
177,-317529375,5,10,70,0.3,1000.0,0.01,300
179,-317517271,5,10,70,0.5,1000.0,0.01,200
181,-317510665,5,10,100,0.1,1000.0,0.01,100
183,-317499812,5,10,100,0.1,1000.0,0.01,300
185,-317445256,5,10,100,0.3,1000.0,0.01,200
187,-317414905,5,10,100,0.5,1000.0,0.01,100
189,-317398303,5,10,100,0.5,1000.0,0.01,300
191,-317366296,5,30,40,0.1,1000.0,0.01,200
193,-317366109,5,30,40,0.3,1000.0,0.01,100
195,-317365999,5,30,40,0.3,1000.0,0.01,300
197,-317365635,5,30,40,0.5,1000.0,0.01,200
199,-317365526,5,30,70,0.1,1000.0,0.01,100
201,-317364453,5,30,70,0.1,1000.0,0.01,300
203,-317361625,5,30,70,0.3,1000.0,0.01,200
205,-317360062,5,30,70,0.5,1000.0,0.01,100
207,-317359374,5,30,70,0.5,1000.0,0.01,300
209,-317356423,5,30,100,0.1,1000.0,0.01,200
211,-317347358,5,30,100,0.3,1000.0,0.01,100
213,-317343953,5,30,100,0.3,1000.0,0.01,300
215,-317329171,5,30,100,0.5,1000.0,0.01,200
217,-317319519,5,50,40,0.1,1000.0,0.01,100
219,-317319467,5,50,40,0.1,1000.0,0.01,300
221,-317319295,5,50,40,0.3,1000.0,0.01,200
223,-317319187,5,50,40,0.5,1000.0,0.01,100
225,-317319155,5,50,40,0.5,1000.0,0.01,300
227,-317318984,5,50,70,0.1,1000.0,0.01,200
229,-317317765,5,50,70,0.3,1000.0,0.01,100
231,-317317140,5,50,70,0.3,1000.0,0.01,300
233,-317315828,5,50,70,0.5,1000.0,0.01,200
235,-317314812,5,50,100,0.1,1000.0,0.01,100
237,-317311765,5,50,100,0.1,1000.0,0.01,300
239,-317305641,5,50,100,0.3,1000.0,0.01,200
241,-317300406,5,50,100,0.5,1000.0,0.01,100
243,-317298423,5,50,100,0.5,1000.0,0.01,300
245,-317289781,6,10,40,0.1,1000.0,0.01,200
247,-317288349,6,10,40,0.3,1000.0,0.01,100
249,-317288014,6,10,40,0.3,1000.0,0.01,300
251,-317286534,6,10,40,0.5,1000.0,0.01,200
253,-317282124,6,10,70,0.1,1000.0,0.01,100
255,-317278301,6,10,70,0.1,1000.0,0.01,300
257,-317263000,6,10,70,0.3,1000.0,0.01,200
259,-317256890,6,10,70,0.5,1000.0,0.01,100
261,-317253515,6,10,70,0.5,1000.0,0.01,300
263,-317244044,6,10,100,0.1,1000.0,0.01,200
265,-317228046,6,10,100,0.3,1000.0,0.01,100
267,-317217554,6,10,100,0.3,1000.0,0.01,300
269,-317192765,6,10,100,0.5,1000.0,0.01,200
271,-317172812,6,30,40,0.1,1000.0,0.01,100
273,-317172749,6,30,40,0.1,1000.0,0.01,300
275,-317172546,6,30,40,0.3,1000.0,0.01,200
277,-317172421,6,30,40,0.5,1000.0,0.01,100
279,-317172343,6,30,40,0.5,1000.0,0.01,300
281,-317172093,6,30,70,0.1,1000.0,0.01,200
283,-317171390,6,30,70,0.3,1000.0,0.01,100
285,-317170812,6,30,70,0.3,1000.0,0.01,300
287,-317168402,6,30,70,0.5,1000.0,0.01,200
289,-317166562,6,30,100,0.1,1000.0,0.01,100
291,-317163385,6,30,100,0.1,1000.0,0.01,300
293,-317154578,6,30,100,0.3,1000.0,0.01,200
295,-317146796,6,30,100,0.5,1000.0,0.01,100
297,-317137733,6,30,100,0.5,1000.0,0.01,300
299,-317122843,6,50,40,0.1,1000.0,0.01,200
301,-317122734,6,50,40,0.3,1000.0,0.01,100
303,-317122687,6,50,40,0.3,1000.0,0.01,300
305,-317122562,6,50,40,0.5,1000.0,0.01,200
307,-317122468,6,50,70,0.1,1000.0,0.01,100
309,-317122249,6,50,70,0.1,1000.0,0.01,300
311,-317121422,6,50,70,0.3,1000.0,0.01,200
313,-317120970,6,50,70,0.5,1000.0,0.01,100
315,-317120576,6,50,70,0.5,1000.0,0.01,300
317,-317119905,6,50,100,0.1,1000.0,0.01,200
319,-317115948,6,50,100,0.3,1000.0,0.01,100
321,-317114339,6,50,100,0.3,1000.0,0.01,300
323,-317108359,6,50,100,0.5,1000.0,0.01,200
2,-318270290,3,10,40,0.1,1000.0,0.01,200
4,-318267342,3,10,40,0.3,1000.0,0.01,100
6,-318266249,3,10,40,0.3,1000.0,0.01,300
8,-318260172,3,10,40,0.5,1000.0,0.01,200
10,-318258295,3,10,70,0.1,1000.0,0.01,100
12,-318252313,3,10,70,0.1,1000.0,0.01,300
14,-318231628,3,10,70,0.3,1000.0,0.01,200
16,-318220750,3,10,70,0.5,1000.0,0.01,100
18,-318214672,3,10,70,0.5,1000.0,0.01,300
20,-318199250,3,10,100,0.1,1000.0,0.01,200
22,-318156774,3,10,100,0.3,1000.0,0.01,100
24,-318139640,3,10,100,0.3,1000.0,0.01,300
26,-318077187,3,10,100,0.5,1000.0,0.01,200
28,-318018261,3,30,40,0.1,1000.0,0.01,100
30,-318017967,3,30,40,0.1,1000.0,0.01,300
32,-318017346,3,30,40,0.3,1000.0,0.01,200
34,-318017062,3,30,40,0.5,1000.0,0.01,100
36,-318016906,3,30,40,0.5,1000.0,0.01,300
38,-318016109,3,30,70,0.1,1000.0,0.01,200
40,-318012046,3,30,70,0.3,1000.0,0.01,100
42,-318009343,3,30,70,0.3,1000.0,0.01,300
44,-318002687,3,30,70,0.5,1000.0,0.01,200
46,-317998900,3,30,100,0.1,1000.0,0.01,100
48,-317991593,3,30,100,0.1,1000.0,0.01,300
50,-317964031,3,30,100,0.3,1000.0,0.01,200
52,-317948408,3,30,100,0.5,1000.0,0.01,100
54,-317937301,3,30,100,0.5,1000.0,0.01,300
56,-317909671,3,50,40,0.1,1000.0,0.01,200
58,-317909437,3,50,40,0.3,1000.0,0.01,100
60,-317909390,3,50,40,0.3,1000.0,0.01,300
62,-317909187,3,50,40,0.5,1000.0,0.01,200
64,-317909062,3,50,70,0.1,1000.0,0.01,100
66,-317907659,3,50,70,0.1,1000.0,0.01,300
68,-317904469,3,50,70,0.3,1000.0,0.01,200
70,-317902781,3,50,70,0.5,1000.0,0.01,100
72,-317901464,3,50,70,0.5,1000.0,0.01,300
74,-317895468,3,50,100,0.1,1000.0,0.01,200
76,-317882390,3,50,100,0.3,1000.0,0.01,100
78,-317877344,3,50,100,0.3,1000.0,0.01,300
80,-317862093,3,50,100,0.5,1000.0,0.01,200
82,-317853036,4,10,40,0.1,1000.0,0.01,100
84,-317852482,4,10,40,0.1,1000.0,0.01,300
86,-317851418,4,10,40,0.3,1000.0,0.01,200
88,-317848968,4,10,40,0.5,1000.0,0.01,100
90,-317848291,4,10,40,0.5,1000.0,0.01,300
92,-317846611,4,10,70,0.1,1000.0,0.01,200
94,-317838593,4,10,70,0.3,1000.0,0.01,100
96,-317832332,4,10,70,0.3,1000.0,0.01,300
98,-317818984,4,10,70,0.5,1000.0,0.01,200
100,-317812499,4,10,100,0.1,1000.0,0.01,100
102,-317789358,4,10,100,0.1,1000.0,0.01,300
104,-317731141,4,10,100,0.3,1000.0,0.01,200
106,-317702000,4,10,100,0.5,1000.0,0.01,100
108,-317690702,4,10,100,0.5,1000.0,0.01,300
110,-317644354,4,30,40,0.1,1000.0,0.01,200
112,-317644252,4,30,40,0.3,1000.0,0.01,100
114,-317644187,4,30,40,0.3,1000.0,0.01,300
116,-317643792,4,30,40,0.5,1000.0,0.01,200
118,-317643605,4,30,70,0.1,1000.0,0.01,100
120,-317642108,4,30,70,0.1,1000.0,0.01,300
122,-317637639,4,30,70,0.3,1000.0,0.01,200
124,-317634937,4,30,70,0.5,1000.0,0.01,100
126,-317633125,4,30,70,0.5,1000.0,0.01,300
128,-317628937,4,30,100,0.1,1000.0,0.01,200
130,-317615889,4,30,100,0.3,1000.0,0.01,100
132,-317608778,4,30,100,0.3,1000.0,0.01,300
134,-317590826,4,30,100,0.5,1000.0,0.01,200
136,-317579624,4,50,40,0.1,1000.0,0.01,100
138,-317579577,4,50,40,0.1,1000.0,0.01,300
140,-317579437,4,50,40,0.3,1000.0,0.01,200
142,-317579374,4,50,40,0.5,1000.0,0.01,100
144,-317579327,4,50,40,0.5,1000.0,0.01,300
146,-317579109,4,50,70,0.1,1000.0,0.01,200
148,-317578107,4,50,70,0.3,1000.0,0.01,100
150,-317577498,4,50,70,0.3,1000.0,0.01,300
152,-317575250,4,50,70,0.5,1000.0,0.01,200
154,-317573983,4,50,100,0.1,1000.0,0.01,100
156,-317570344,4,50,100,0.1,1000.0,0.01,300
158,-317560562,4,50,100,0.3,1000.0,0.01,200
160,-317553687,4,50,100,0.5,1000.0,0.01,100
162,-317549390,4,50,100,0.5,1000.0,0.01,300
164,-317538921,5,10,40,0.1,1000.0,0.01,200
166,-317537921,5,10,40,0.3,1000.0,0.01,100
168,-317537687,5,10,40,0.3,1000.0,0.01,300
170,-317536541,5,10,40,0.5,1000.0,0.01,200
172,-317535920,5,10,70,0.1,1000.0,0.01,100
174,-317531328,5,10,70,0.1,1000.0,0.01,300
176,-317517676,5,10,70,0.3,1000.0,0.01,200
178,-317510078,5,10,70,0.5,1000.0,0.01,100
180,-317506703,5,10,70,0.5,1000.0,0.01,300
182,-317494828,5,10,100,0.1,1000.0,0.01,200
184,-317472589,5,10,100,0.3,1000.0,0.01,100
186,-317437109,5,10,100,0.3,1000.0,0.01,300
188,-317395531,5,10,100,0.5,1000.0,0.01,200
190,-317361218,5,30,40,0.1,1000.0,0.01,100
192,-317361155,5,30,40,0.1,1000.0,0.01,300
194,-317360892,5,30,40,0.3,1000.0,0.01,200
196,-317360704,5,30,40,0.5,1000.0,0.01,100
198,-317360626,5,30,40,0.5,1000.0,0.01,300
200,-317360124,5,30,70,0.1,1000.0,0.01,200
202,-317359109,5,30,70,0.3,1000.0,0.01,100
204,-317357936,5,30,70,0.3,1000.0,0.01,300
206,-317354990,5,30,70,0.5,1000.0,0.01,200
208,-317352362,5,30,100,0.1,1000.0,0.01,100
210,-317346374,5,30,100,0.1,1000.0,0.01,300
212,-317327734,5,30,100,0.3,1000.0,0.01,200
214,-317318859,5,30,100,0.5,1000.0,0.01,100
216,-317313410,5,30,100,0.5,1000.0,0.01,300
218,-317297422,5,50,40,0.1,1000.0,0.01,200
220,-317297343,5,50,40,0.3,1000.0,0.01,100
222,-317297250,5,50,40,0.3,1000.0,0.01,300
224,-317297094,5,50,40,0.5,1000.0,0.01,200
226,-317297000,5,50,70,0.1,1000.0,0.01,100
228,-317296594,5,50,70,0.1,1000.0,0.01,300
230,-317295312,5,50,70,0.3,1000.0,0.01,200
232,-317293092,5,50,70,0.5,1000.0,0.01,100
234,-317292842,5,50,70,0.5,1000.0,0.01,300
236,-317291812,5,50,100,0.1,1000.0,0.01,200
238,-317287296,5,50,100,0.3,1000.0,0.01,100
240,-317284844,5,50,100,0.3,1000.0,0.01,300
242,-317275781,5,50,100,0.5,1000.0,0.01,200
244,-317269988,6,10,40,0.1,1000.0,0.01,100
246,-317269709,6,10,40,0.1,1000.0,0.01,300
248,-317268863,6,10,40,0.3,1000.0,0.01,200
250,-317268348,6,10,40,0.5,1000.0,0.01,100
252,-317267983,6,10,40,0.5,1000.0,0.01,300
254,-317265406,6,10,70,0.1,1000.0,0.01,200
256,-317258827,6,10,70,0.3,1000.0,0.01,100
258,-317256187,6,10,70,0.3,1000.0,0.01,300
260,-317246061,6,10,70,0.5,1000.0,0.01,200
262,-317240704,6,10,100,0.1,1000.0,0.01,100
264,-317228542,6,10,100,0.1,1000.0,0.01,300
266,-317197125,6,10,100,0.3,1000.0,0.01,200
268,-317174328,6,10,100,0.5,1000.0,0.01,100
270,-317161218,6,10,100,0.5,1000.0,0.01,300
272,-317135454,6,30,40,0.1,1000.0,0.01,200
274,-317135264,6,30,40,0.3,1000.0,0.01,100
276,-317135210,6,30,40,0.3,1000.0,0.01,300
278,-317134794,6,30,40,0.5,1000.0,0.01,200
280,-317134607,6,30,70,0.1,1000.0,0.01,100
282,-317134062,6,30,70,0.1,1000.0,0.01,300
284,-317131890,6,30,70,0.3,1000.0,0.01,200
286,-317130906,6,30,70,0.5,1000.0,0.01,100
288,-317130250,6,30,70,0.5,1000.0,0.01,300
290,-317128000,6,30,100,0.1,1000.0,0.01,200
292,-317120607,6,30,100,0.3,1000.0,0.01,100
294,-317114557,6,30,100,0.3,1000.0,0.01,300
296,-317099253,6,30,100,0.5,1000.0,0.01,200
298,-317092640,6,50,40,0.1,1000.0,0.01,100
300,-317092609,6,50,40,0.1,1000.0,0.01,300
302,-317092234,6,50,40,0.3,1000.0,0.01,200
304,-317092156,6,50,40,0.5,1000.0,0.01,100
306,-317092109,6,50,40,0.5,1000.0,0.01,300
308,-317091984,6,50,70,0.1,1000.0,0.01,200
310,-317091562,6,50,70,0.3,1000.0,0.01,100
312,-317091281,6,50,70,0.3,1000.0,0.01,300
314,-317090952,6,50,70,0.5,1000.0,0.01,200
316,-317090140,6,50,100,0.1,1000.0,0.01,100
318,-317088123,6,50,100,0.1,1000.0,0.01,300
320,-317082591,6,50,100,0.3,1000.0,0.01,200
322,-317080090,6,50,100,0.5,1000.0,0.01,100
324,-317079319,6,50,100,0.5,1000.0,0.01,300
