"run","randomSeed","perception_radius","treasure_count","area_dimensions","navigation_memory","treasure_value","treasure_decay_rate","explorer_count"
22,-325622854,3,10,100,0.3,1000.0,0.01,100
26,-325591900,3,10,100,0.5,1000.0,0.01,200
30,-325504558,3,30,40,0.1,1000.0,0.01,300
34,-325503555,3,30,40,0.5,1000.0,0.01,100
38,-325503239,3,30,70,0.1,1000.0,0.01,200
42,-325497418,3,30,70,0.3,1000.0,0.01,300
46,-325487122,3,30,100,0.1,1000.0,0.01,100
50,-325473263,3,30,100,0.3,1000.0,0.01,200
54,-325444391,3,30,100,0.5,1000.0,0.01,300
58,-325398491,3,50,40,0.3,1000.0,0.01,100
62,-325398384,3,50,40,0.5,1000.0,0.01,200
66,-325398157,3,50,70,0.1,1000.0,0.01,300
70,-325394092,3,50,70,0.5,1000.0,0.01,100
74,-325392033,3,50,100,0.1,1000.0,0.01,200
78,-325376617,3,50,100,0.3,1000.0,0.01,300
82,-325348867,4,10,40,0.1,1000.0,0.01,100
86,-325347997,4,10,40,0.3,1000.0,0.01,200
90,-325344985,4,10,40,0.5,1000.0,0.01,300
94,-325340591,4,10,70,0.3,1000.0,0.01,100
98,-325333843,4,10,70,0.5,1000.0,0.01,200
102,-325321427,4,10,100,0.1,1000.0,0.01,300
106,-325206657,4,10,100,0.5,1000.0,0.01,100
110,-325172211,4,30,40,0.1,1000.0,0.01,200
114,-325171744,4,30,40,0.3,1000.0,0.01,300
118,-325171098,4,30,70,0.1,1000.0,0.01,100
122,-325168831,4,30,70,0.3,1000.0,0.01,200
126,-325163645,4,30,70,0.5,1000.0,0.01,300
130,-325155410,4,30,100,0.3,1000.0,0.01,100
134,-325141054,4,30,100,0.5,1000.0,0.01,200
138,-325118995,4,50,40,0.1,1000.0,0.01,300
142,-325118746,4,50,40,0.5,1000.0,0.01,100
146,-325118683,4,50,70,0.1,1000.0,0.01,200
150,-325115480,4,50,70,0.3,1000.0,0.01,300
154,-325112579,4,50,100,0.1,1000.0,0.01,100
158,-325106622,4,50,100,0.3,1000.0,0.01,200
162,-325090929,4,50,100,0.5,1000.0,0.01,300
166,-325063625,5,10,40,0.3,1000.0,0.01,100
170,-325062748,5,10,40,0.5,1000.0,0.01,200
174,-325061768,5,10,70,0.1,1000.0,0.01,300
178,-325037279,5,10,70,0.5,1000.0,0.01,100
182,-325031956,5,10,100,0.1,1000.0,0.01,200
186,-324945591,5,10,100,0.3,1000.0,0.01,300
190,-324863440,5,30,40,0.1,1000.0,0.01,100
194,-324863302,5,30,40,0.3,1000.0,0.01,200
198,-324862597,5,30,40,0.5,1000.0,0.01,300
202,-324861847,5,30,70,0.3,1000.0,0.01,100
206,-324859727,5,30,70,0.5,1000.0,0.01,200
210,-324854081,5,30,100,0.1,1000.0,0.01,300
214,-324818048,5,30,100,0.5,1000.0,0.01,100
218,-324809536,5,50,40,0.1,1000.0,0.01,200
222,-324809349,5,50,40,0.3,1000.0,0.01,300
226,-324809115,5,50,70,0.1,1000.0,0.01,100
230,-324808233,5,50,70,0.3,1000.0,0.01,200
234,-324806397,5,50,70,0.5,1000.0,0.01,300
238,-324803417,5,50,100,0.3,1000.0,0.01,100
242,-324796546,5,50,100,0.5,1000.0,0.01,200
246,-324787271,6,10,40,0.1,1000.0,0.01,300
250,-324784726,6,10,40,0.5,1000.0,0.01,100
254,-324784214,6,10,70,0.1,1000.0,0.01,200
258,-324772712,6,10,70,0.3,1000.0,0.01,300
262,-324754929,6,10,100,0.1,1000.0,0.01,100
266,-324736971,6,10,100,0.3,1000.0,0.01,200
270,-324693554,6,10,100,0.5,1000.0,0.01,300
274,-324632400,6,30,40,0.3,1000.0,0.01,100
278,-324632082,6,30,40,0.5,1000.0,0.01,200
282,-324631805,6,30,70,0.1,1000.0,0.01,300
286,-324625120,6,30,70,0.5,1000.0,0.01,100
290,-324624002,6,30,100,0.1,1000.0,0.01,200
294,-324605038,6,30,100,0.3,1000.0,0.01,300
298,-324585599,6,50,40,0.1,1000.0,0.01,100
302,-324585527,6,50,40,0.3,1000.0,0.01,200
306,-324585373,6,50,40,0.5,1000.0,0.01,300
310,-324585097,6,50,70,0.3,1000.0,0.01,100
314,-324584247,6,50,70,0.5,1000.0,0.01,200
318,-324582946,6,50,100,0.1,1000.0,0.01,300
322,-324571067,6,50,100,0.5,1000.0,0.01,100
3,-325692862,3,10,40,0.1,1000.0,0.01,300
7,-325683229,3,10,40,0.5,1000.0,0.01,100
11,-325681372,3,10,70,0.1,1000.0,0.01,200
15,-325651618,3,10,70,0.3,1000.0,0.01,300
19,-325619941,3,10,100,0.1,1000.0,0.01,100
23,-325581941,3,10,100,0.3,1000.0,0.01,200
27,-325483663,3,10,100,0.5,1000.0,0.01,300
31,-325370567,3,30,40,0.3,1000.0,0.01,100
35,-325370336,3,30,40,0.5,1000.0,0.01,200
39,-325369283,3,30,70,0.1,1000.0,0.01,300
43,-325354260,3,30,70,0.5,1000.0,0.01,100
47,-325351305,3,30,100,0.1,1000.0,0.01,200
51,-325331202,3,30,100,0.3,1000.0,0.01,300
55,-325291230,3,50,40,0.1,1000.0,0.01,100
59,-325291061,3,50,40,0.3,1000.0,0.01,200
63,-325290804,3,50,40,0.5,1000.0,0.01,300
67,-325290386,3,50,70,0.3,1000.0,0.01,100
71,-325288339,3,50,70,0.5,1000.0,0.01,200
75,-325284371,3,50,100,0.1,1000.0,0.01,300
79,-325261467,3,50,100,0.5,1000.0,0.01,100
83,-325252081,4,10,40,0.1,1000.0,0.01,200
87,-325250827,4,10,40,0.3,1000.0,0.01,300
91,-325248322,4,10,70,0.1,1000.0,0.01,100
95,-325242183,4,10,70,0.3,1000.0,0.01,200
99,-325220260,4,10,70,0.5,1000.0,0.01,300
103,-325199403,4,10,100,0.3,1000.0,0.01,100
107,-325160080,4,10,100,0.5,1000.0,0.01,200
111,-325098264,4,30,40,0.1,1000.0,0.01,300
115,-325097666,4,30,40,0.5,1000.0,0.01,100
119,-325097472,4,30,70,0.1,1000.0,0.01,200
123,-325093104,4,30,70,0.3,1000.0,0.01,300
127,-325080166,4,30,100,0.1,1000.0,0.01,100
131,-325071307,4,30,100,0.3,1000.0,0.01,200
135,-325050582,4,30,100,0.5,1000.0,0.01,300
139,-325009759,4,50,40,0.3,1000.0,0.01,100
143,-325009673,4,50,40,0.5,1000.0,0.01,200
147,-325009464,4,50,70,0.1,1000.0,0.01,300
151,-325001988,4,50,70,0.5,1000.0,0.01,100
155,-325000752,4,50,100,0.1,1000.0,0.01,200
159,-324988668,4,50,100,0.3,1000.0,0.01,300
163,-324973680,5,10,40,0.1,1000.0,0.01,100
167,-324972520,5,10,40,0.3,1000.0,0.01,200
171,-324971282,5,10,40,0.5,1000.0,0.01,300
175,-324969365,5,10,70,0.3,1000.0,0.01,100
179,-324965286,5,10,70,0.5,1000.0,0.01,200
183,-324950188,5,10,100,0.1,1000.0,0.01,300
187,-324861584,5,10,100,0.5,1000.0,0.01,100
191,-324832867,5,30,40,0.1,1000.0,0.01,200
195,-324832613,5,30,40,0.3,1000.0,0.01,300
199,-324832100,5,30,70,0.1,1000.0,0.01,100
203,-324830312,5,30,70,0.3,1000.0,0.01,200
207,-324824918,5,30,70,0.5,1000.0,0.01,300
211,-324818737,5,30,100,0.3,1000.0,0.01,100
215,-324809671,5,30,100,0.5,1000.0,0.01,200
219,-324786738,5,50,40,0.1,1000.0,0.01,300
223,-324786162,5,50,40,0.5,1000.0,0.01,100
227,-324786067,5,50,70,0.1,1000.0,0.01,200
231,-324783071,5,50,70,0.3,1000.0,0.01,300
235,-324778675,5,50,100,0.1,1000.0,0.01,100
239,-324773151,5,50,100,0.3,1000.0,0.01,200
243,-324763272,5,50,100,0.5,1000.0,0.01,300
247,-324746316,6,10,40,0.3,1000.0,0.01,100
251,-324745882,6,10,40,0.5,1000.0,0.01,200
255,-324742758,6,10,70,0.1,1000.0,0.01,300
259,-324710537,6,10,70,0.5,1000.0,0.01,100
263,-324703110,6,10,100,0.1,1000.0,0.01,200
267,-324657147,6,10,100,0.3,1000.0,0.01,300
271,-324595414,6,30,40,0.1,1000.0,0.01,100
275,-324595290,6,30,40,0.3,1000.0,0.01,200
279,-324594899,6,30,40,0.5,1000.0,0.01,300
283,-324594631,6,30,70,0.3,1000.0,0.01,100
287,-324593697,6,30,70,0.5,1000.0,0.01,200
291,-324590966,6,30,100,0.1,1000.0,0.01,300
295,-324571267,6,30,100,0.5,1000.0,0.01,100
299,-324562449,6,50,40,0.1,1000.0,0.01,200
303,-324562304,6,50,40,0.3,1000.0,0.01,300
307,-324562119,6,50,70,0.1,1000.0,0.01,100
311,-324561813,6,50,70,0.3,1000.0,0.01,200
315,-324561257,6,50,70,0.5,1000.0,0.01,300
319,-324559951,6,50,100,0.3,1000.0,0.01,100
323,-324557864,6,50,100,0.5,1000.0,0.01,200
4,-325690026,3,10,40,0.3,1000.0,0.01,100
8,-325685872,3,10,40,0.5,1000.0,0.01,200
12,-325682570,3,10,70,0.1,1000.0,0.01,300
16,-325654048,3,10,70,0.5,1000.0,0.01,100
20,-325642599,3,10,100,0.1,1000.0,0.01,200
24,-325543024,3,10,100,0.3,1000.0,0.01,300
28,-325454458,3,30,40,0.1,1000.0,0.01,100
32,-325454259,3,30,40,0.3,1000.0,0.01,200
36,-325453647,3,30,40,0.5,1000.0,0.01,300
40,-325452437,3,30,70,0.3,1000.0,0.01,100
44,-325449337,3,30,70,0.5,1000.0,0.01,200
48,-325439033,3,30,100,0.1,1000.0,0.01,300
52,-325400338,3,30,100,0.5,1000.0,0.01,100
56,-325388042,3,50,40,0.1,1000.0,0.01,200
60,-325387787,3,50,40,0.3,1000.0,0.01,300
64,-325387450,3,50,70,0.1,1000.0,0.01,100
68,-325385694,3,50,70,0.3,1000.0,0.01,200
72,-325381766,3,50,70,0.5,1000.0,0.01,300
76,-325374410,3,50,100,0.3,1000.0,0.01,100
80,-325364765,3,50,100,0.5,1000.0,0.01,200
84,-325343338,4,10,40,0.1,1000.0,0.01,300
88,-325341058,4,10,40,0.5,1000.0,0.01,100
92,-325340134,4,10,70,0.1,1000.0,0.01,200
96,-325325206,4,10,70,0.3,1000.0,0.01,300
100,-325287952,4,10,100,0.1,1000.0,0.01,100
104,-325263011,4,10,100,0.3,1000.0,0.01,200
108,-325188997,4,10,100,0.5,1000.0,0.01,300
112,-325112714,4,30,40,0.3,1000.0,0.01,100
116,-325112457,4,30,40,0.5,1000.0,0.01,200
120,-325112066,4,30,70,0.1,1000.0,0.01,300
124,-325101958,4,30,70,0.5,1000.0,0.01,100
128,-325099528,4,30,100,0.1,1000.0,0.01,200
132,-325076594,4,30,100,0.3,1000.0,0.01,300
136,-325047992,4,50,40,0.1,1000.0,0.01,100
140,-325047914,4,50,40,0.3,1000.0,0.01,200
144,-325047768,4,50,40,0.5,1000.0,0.01,300
148,-325047237,4,50,70,0.3,1000.0,0.01,100
152,-325046126,4,50,70,0.5,1000.0,0.01,200
156,-325043647,4,50,100,0.1,1000.0,0.01,300
160,-325024749,4,50,100,0.5,1000.0,0.01,100
164,-325016788,5,10,40,0.1,1000.0,0.01,200
168,-325013079,5,10,40,0.3,1000.0,0.01,300
172,-325011580,5,10,70,0.1,1000.0,0.01,100
176,-325005387,5,10,70,0.3,1000.0,0.01,200
180,-324994600,5,10,70,0.5,1000.0,0.01,300
184,-324976089,5,10,100,0.3,1000.0,0.01,100
188,-324951273,5,10,100,0.5,1000.0,0.01,200
192,-324891801,5,30,40,0.1,1000.0,0.01,300
196,-324891481,5,30,40,0.5,1000.0,0.01,100
200,-324891353,5,30,70,0.1,1000.0,0.01,200
204,-324885500,5,30,70,0.3,1000.0,0.01,300
208,-324879186,5,30,100,0.1,1000.0,0.01,100
212,-324870759,5,30,100,0.3,1000.0,0.01,200
216,-324842447,5,30,100,0.5,1000.0,0.01,300
220,-324801586,5,50,40,0.3,1000.0,0.01,100
224,-324801422,5,50,40,0.5,1000.0,0.01,200
228,-324801174,5,50,70,0.1,1000.0,0.01,300
232,-324797886,5,50,70,0.5,1000.0,0.01,100
236,-324796617,5,50,100,0.1,1000.0,0.01,200
240,-324787631,5,50,100,0.3,1000.0,0.01,300
244,-324764963,6,10,40,0.1,1000.0,0.01,100
248,-324763881,6,10,40,0.3,1000.0,0.01,200
252,-324762115,6,10,40,0.5,1000.0,0.01,300
256,-324760383,6,10,70,0.3,1000.0,0.01,100
260,-324751014,6,10,70,0.5,1000.0,0.01,200
264,-324728663,6,10,100,0.1,1000.0,0.01,300
268,-324633325,6,10,100,0.5,1000.0,0.01,100
272,-324598434,6,30,40,0.1,1000.0,0.01,200
276,-324598124,6,30,40,0.3,1000.0,0.01,300
280,-324597833,6,30,70,0.1,1000.0,0.01,100
284,-324596906,6,30,70,0.3,1000.0,0.01,200
288,-324593911,6,30,70,0.5,1000.0,0.01,300
292,-324590675,6,30,100,0.3,1000.0,0.01,100
296,-324585629,6,30,100,0.5,1000.0,0.01,200
300,-324571337,6,50,40,0.1,1000.0,0.01,300
304,-324571060,6,50,40,0.5,1000.0,0.01,100
308,-324570960,6,50,70,0.1,1000.0,0.01,200
312,-324567835,6,50,70,0.3,1000.0,0.01,300
316,-324566199,6,50,100,0.1,1000.0,0.01,100
320,-324564429,6,50,100,0.3,1000.0,0.01,200
324,-324559685,6,50,100,0.5,1000.0,0.01,300
