"run","FinalTimeTick","StartingDistanceFromFoundTreasure","FinalUtility","InTeam"
1,7,6.082762530298219,932.06534790699,"false"
1,39,25.317977802344327,675.7290490602833,"false"
1,21,14.317821063276353,809.7278682212587,"false"
1,6,4.242640687119285,941.4801494010001,"false"
1,21,11.40175425099138,809.7278682212587,"false"
1,75,10.44030650891055,235.2933207928251,"true"
1,2,2.0,980.1,"false"
1,44,30.23243291566195,642.6116020847182,"false"
1,4,2.8284271247461903,960.59601,"false"
1,15,9.486832980505138,860.0583546412887,"false"
1,3,3.0,970.299,"false"
1,1,1.0,990.0,"false"
1,1,1.0,990.0,"false"
1,1,1.0,990.0,"false"
1,6,4.0,941.4801494010001,"false"
1,4,3.1622776601683795,960.59601,"false"
1,47,24.596747752497688,314.9118156016162,"true"
1,11,8.06225774829855,895.3382542587166,"false"
1,25,10.0,777.8213593991469,"false"
1,62,27.85677655436824,270.8425379834269,"true"
1,20,12.165525060596439,817.906937597231,"false"
1,9,6.708203932499369,913.517247483641,"false"
1,2,2.0,980.1,"false"
1,18,15.033296378372908,834.5137614500878,"false"
1,30,18.384776310850235,739.7003733882805,"false"
1,46,25.317977802344327,629.8236312032324,"false"
1,18,13.038404810405298,834.5137614500878,"false"
1,17,12.041594578792296,842.9431933839271,"false"
1,39,14.317821063276353,341.2772975051936,"true"
1,2,2.0,980.1,"false"
1,4,2.8284271247461903,960.59601,"false"
1,14,10.295630140987,868.7458127689785,"false"
1,17,11.704699910719626,842.9431933839271,"false"
1,4,3.1622776601683795,960.59601,"false"
1,29,20.615528128088304,747.1720943315964,"false"
1,5,3.605551275463989,950.9900499,"false"
1,86,22.80350850198276,210.66711107738416,"true"
1,24,13.601470508735444,785.678140807219,"false"
1,10,7.0710678118654755,904.3820750088046,"false"
1,24,12.529964086141668,785.678140807219,"false"
1,15,8.54400374531753,860.0583546412887,"false"
1,11,6.082762530298219,895.3382542587166,"false"
1,6,5.0990195135927845,941.4801494010001,"false"
1,4,3.1622776601683795,960.59601,"false"
1,16,9.848857801796104,851.4577710948759,"false"
1,10,8.246211251235321,904.3820750088046,"false"
1,1,1.0,990.0,"false"
1,13,8.54400374531753,877.5210229989681,"false"
1,6,4.47213595499958,941.4801494010001,"false"
1,1,1.0,990.0,"false"
1,6,4.242640687119285,941.4801494010001,"false"
1,52,13.92838827718412,296.4832232007497,"true"
1,19,9.0,826.1686238355869,"false"
1,9,7.280109889280518,913.517247483641,"false"
1,35,25.0,703.4476949995694,"false"
1,14,10.0,868.7458127689785,"false"
1,5,3.605551275463989,950.9900499,"false"
1,9,6.082762530298219,913.517247483641,"false"
1,39,23.194827009486403,675.7290490602833,"false"
1,3,2.23606797749979,970.299,"false"
1,4,3.1622776601683795,960.59601,"false"
1,14,10.0,868.7458127689785,"false"
1,7,5.0,932.06534790699,"false"
1,6,4.242640687119285,941.4801494010001,"false"
1,53,23.08679276123039,587.0367819374844,"false"
1,5,3.605551275463989,950.9900499,"false"
1,19,8.602325267042627,826.1686238355869,"false"
1,38,14.560219778561036,341.2772975051936,"true"
1,2,2.0,980.1,"false"
1,6,5.0990195135927845,941.4801494010001,"false"
1,9,4.123105625617661,913.517247483641,"false"
1,1,1.0,990.0,"false"
1,52,27.294688127912362,296.4832232007497,"true"
1,7,5.385164807134504,932.06534790699,"false"
1,27,19.4164878389476,762.3427143471039,"false"
1,39,23.345235059857504,675.7290490602833,"false"
1,11,7.810249675906654,895.3382542587166,"false"
1,61,20.615528128088304,270.8425379834269,"true"
1,4,2.8284271247461903,960.59601,"false"
1,15,11.704699910719626,860.0583546412887,"false"
1,11,8.54400374531753,895.3382542587166,"false"
1,7,6.082762530298219,932.06534790699,"false"
1,15,8.06225774829855,860.0583546412887,"false"
1,46,24.041630560342615,314.9118156016162,"true"
1,8,5.830951894845301,922.7446944279202,"false"
1,25,13.416407864998739,777.8213593991469,"false"
1,16,7.615773105863909,851.4577710948759,"false"
1,86,30.463092423455635,210.66711107738416,"true"
1,29,13.0,747.1720943315964,"false"
1,76,16.64331697709324,235.2933207928251,"true"
1,3,2.23606797749979,970.299,"false"
1,22,9.055385138137417,801.6305895390461,"false"
1,18,11.180339887498949,834.5137614500878,"false"
1,40,29.154759474226502,668.9717585696804,"false"
1,3,2.23606797749979,970.299,"false"
1,5,3.605551275463989,950.9900499,"false"
1,4,3.1622776601683795,960.59601,"false"
1,60,28.42534080710379,547.1566423907614,"false"
1,4,2.8284271247461903,960.59601,"false"
1,13,9.433981132056603,877.5210229989681,"false"
3,12,10.198039027185569,886.3848717161294,"false"
3,57,38.948684188300895,281.95259522619386,"true"
3,17,10.63014581273465,842.9431933839271,"false"
3,21,7.810249675906654,809.7278682212587,"false"
3,92,25.495097567963924,198.33890321101268,"true"
3,91,25.495097567963924,200.3423264757704,"true"
3,15,7.280109889280518,860.0583546412887,"false"
3,51,36.124783736376884,598.956006466161,"false"
3,7,6.082762530298219,932.06534790699,"false"
3,51,27.459060435491963,299.4780032330805,"true"
3,21,9.219544457292887,809.7278682212587,"false"
3,61,10.295630140987,270.8425379834269,"true"
3,4,3.1622776601683795,960.59601,"false"
3,36,13.416407864998739,696.4132180495737,"false"
3,51,24.186773244895647,299.4780032330805,"true"
3,71,28.284271247461902,244.94513650210257,"true"
3,3,3.0,970.299,"false"
3,12,8.48528137423857,886.3848717161294,"false"
3,20,14.212670403551895,817.906937597231,"false"
3,3,2.23606797749979,970.299,"false"
3,26,16.1245154965971,770.0431458051554,"false"
3,3,2.23606797749979,970.299,"false"
3,3,2.23606797749979,970.299,"false"
3,24,17.4928556845359,785.678140807219,"false"
3,11,8.06225774829855,895.3382542587166,"false"
3,2,1.4142135623730951,980.1,"false"
3,23,8.94427190999916,793.6142836436557,"false"
3,32,17.88854381999832,724.9803359578536,"false"
3,27,19.1049731745428,762.3427143471039,"false"
3,6,4.242640687119285,941.4801494010001,"false"
3,92,26.076809620810597,198.33890321101268,"true"
3,45,22.20360331117452,636.185486063871,"false"
3,2,1.4142135623730951,980.1,"false"
3,2,1.4142135623730951,980.1,"false"
3,19,10.04987562112089,826.1686238355869,"false"
3,2,1.4142135623730951,980.1,"false"
3,39,8.94427190999916,341.2772975051936,"true"
3,8,5.830951894845301,922.7446944279202,"false"
3,51,29.068883707497267,598.956006466161,"false"
3,5,3.605551275463989,950.9900499,"false"
3,4,3.1622776601683795,960.59601,"false"
3,66,13.45362404707371,260.1702613251533,"true"
3,16,11.661903789690601,851.4577710948759,"false"
3,64,31.064449134018133,265.45277147755667,"true"
3,35,24.758836806279895,703.4476949995694,"false"
3,98,6.4031242374328485,188.61832346175223,"true"
3,86,24.839484696748443,212.79506169432744,"true"
3,10,5.656854249492381,904.3820750088046,"false"
3,6,4.242640687119285,941.4801494010001,"false"
3,4,3.1622776601683795,960.59601,"false"
3,64,17.88854381999832,525.5964875255622,"false"
3,10,6.324555320336759,904.3820750088046,"false"
3,3,3.0,970.299,"false"
3,15,10.0,860.0583546412887,"false"
3,72,27.202941017470888,244.94513650210257,"true"
3,4,2.8284271247461903,960.59601,"false"
3,44,21.840329667841555,642.6116020847182,"false"
3,6,4.242640687119285,941.4801494010001,"false"
3,35,6.4031242374328485,703.4476949995694,"false"
