"FinalTimeTick","StartingDistanceFromFoundTreasure","FinalUtility","InTeam"
2,2.0,980.1,"false"
52,17.4928556845359,592.9664464014994,"false"
72,21.095023109728988,484.9913702741631,"false"
6,5.0990195135927845,941.4801494010001,"false"
28,21.540659228538015,754.7192872036328,"false"
33,23.600847442411894,717.7305325982751,"false"
67,27.459060435491963,509.9857462495656,"false"
2,2.0,980.1,"false"
17,9.219544457292887,842.9431933839271,"false"
6,4.47213595499958,941.4801494010001,"false"
20,15.811388300841896,817.906937597231,"false"
7,5.0,932.06534790699,"false"
16,11.661903789690601,851.4577710948759,"false"
6,4.47213595499958,941.4801494010001,"false"
52,22.67156809750927,592.9664464014994,"false"
5,5.0,950.9900499,"false"
3,2.23606797749979,970.299,"false"
41,19.1049731745428,662.2820409839836,"false"
55,15.524174696260024,575.3547499769286,"false"
2,0.0,980.1,"false"
31,22.20360331117452,732.3033696543977,"false"
105,13.0,348.0931144924423,"false"
56,21.095023109728988,569.6012024771593,"false"
19,10.04987562112089,826.1686238355869,"false"
60,17.46424919657298,547.1566423907614,"false"
7,6.082762530298219,932.06534790699,"false"
19,13.45362404707371,826.1686238355869,"false"
5,4.123105625617661,950.9900499,"false"
3,3.0,970.299,"false"
7,5.0,932.06534790699,"false"
9,6.708203932499369,913.517247483641,"false"
15,10.04987562112089,860.0583546412887,"false"
34,18.027756377319946,710.5532272722924,"false"
3,2.23606797749979,970.299,"false"
79,21.02379604162864,452.04365026647565,"false"
56,8.94427190999916,569.6012024771593,"false"
10,7.0710678118654755,904.3820750088046,"false"
9,6.4031242374328485,913.517247483641,"false"
11,8.54400374531753,895.3382542587166,"false"
5,4.123105625617661,950.9900499,"false"
1,1.0,990.0,"false"
20,14.0,817.906937597231,"false"
82,15.033296378372908,438.61750180991106,"false"
21,12.36931687685298,809.7278682212587,"false"
8,6.324555320336759,922.7446944279202,"false"
44,20.591260281974,642.6116020847182,"false"
4,4.0,960.59601,"false"
28,18.027756377319946,754.7192872036328,"false"
14,10.198039027185569,868.7458127689785,"false"
15,9.486832980505138,860.0583546412887,"false"
1,1.0,990.0,"false"
11,8.06225774829855,895.3382542587166,"false"
5,3.605551275463989,950.9900499,"false"
8,5.656854249492381,922.7446944279202,"false"
13,8.06225774829855,877.5210229989681,"false"
6,4.242640687119285,941.4801494010001,"false"
10,7.211102550927978,904.3820750088046,"false"
18,12.727922061357855,834.5137614500878,"false"
9,6.708203932499369,913.517247483641,"false"
32,19.6468827043885,724.9803359578536,"false"
23,15.652475842498529,793.6142836436557,"false"
2,2.0,980.1,"false"
28,20.0,754.7192872036328,"false"
4,3.1622776601683795,960.59601,"false"
5,4.123105625617661,950.9900499,"false"
5,5.0,950.9900499,"false"
11,7.810249675906654,895.3382542587166,"false"
7,6.082762530298219,932.06534790699,"false"
10,8.246211251235321,904.3820750088046,"false"
3,3.0,970.299,"false"
57,8.06225774829855,563.9051904523877,"false"
3,2.23606797749979,970.299,"false"
10,9.055385138137417,904.3820750088046,"false"
3,3.0,970.299,"false"
3,2.23606797749979,970.299,"false"
11,7.810249675906654,895.3382542587166,"false"
15,8.06225774829855,860.0583546412887,"false"
42,15.556349186104045,655.6592205741438,"false"
6,4.242640687119285,941.4801494010001,"false"
3,3.0,970.299,"false"
21,11.045361017187261,809.7278682212587,"false"
27,19.209372712298546,762.3427143471039,"false"
11,7.810249675906654,895.3382542587166,"false"
9,6.4031242374328485,913.517247483641,"false"
2,2.0,980.1,"false"
13,9.0,877.5210229989681,"false"
26,11.704699910719626,770.0431458051554,"false"
6,5.0990195135927845,941.4801494010001,"false"
21,15.0,809.7278682212587,"false"
8,5.656854249492381,922.7446944279202,"false"
15,13.038404810405298,860.0583546412887,"false"
25,13.601470508735444,777.8213593991469,"false"
6,6.0,941.4801494010001,"false"
6,6.0,941.4801494010001,"false"
59,27.784887978899608,552.6834771623852,"false"
7,5.0,932.06534790699,"false"
15,8.06225774829855,860.0583546412887,"false"
3,3.0,970.299,"false"
7,5.0,932.06534790699,"false"
2,1.4142135623730951,980.1,"false"
