"tick","A treasure's value","Number of teams formed"
83.0,434.23132679181197,42.0
84.0,429.8890135238938,42.0
85.0,425.5901233886549,42.0
86.0,421.3342221547683,42.0
87.0,417.12087993322064,42.0
88.0,412.94967113388844,42.0
89.0,408.82017442254954,42.0
90.0,404.73197267832404,42.0
91.0,400.6846529515408,42.0
92.0,396.67780642202536,42.0
93.0,392.7110283578051,42.0
94.0,388.7839180742271,42.0
95.0,384.8960788934848,42.0
96.0,381.04711810454995,42.0
97.0,377.23664692350445,42.0
98.0,373.4642804542694,42.0
99.0,369.72963764972667,42.0
100.0,366.0323412732294,42.0
101.0,362.3720178604971,42.0
102.0,358.74829768189215,42.0
103.0,355.1608147050732,42.0
104.0,351.6092065580225,42.0
105.0,348.0931144924423,42.0
106.0,344.6121833475179,42.0
107.0,341.1660615140427,42.0
108.0,337.7544008989023,42.0
109.0,334.37685688991326,42.0
110.0,331.03308832101413,42.0
111.0,327.722757437804,42.0
112.0,324.4455298634259,42.0
113.0,321.20107456479167,42.0
114.0,317.9890638191437,42.0
115.0,314.8091731809523,42.0
116.0,311.6610814491428,42.0
117.0,308.54447063465136,42.0
118.0,305.45902592830487,42.0
119.0,302.40443566902184,42.0
120.0,299.3803913123316,42.0
121.0,296.3865873992083,42.0
122.0,293.4227215252162,42.0
123.0,290.48849430996404,42.0
124.0,287.5836093668644,42.0
125.0,284.70777327319576,42.0
126.0,281.8606955404638,42.0
127.0,279.04208858505916,42.0
128.0,276.25166769920855,42.0
129.0,273.48915102221645,42.0
130.0,270.7542595119943,43.0
131.0,268.04671691687435,43.0
132.0,265.3662497477056,43.0
133.0,262.7125872502285,43.0
134.0,260.08546137772623,43.0
135.0,257.484606763949,43.0
136.0,254.9097606963095,43.0
137.0,252.3606630893464,43.0
138.0,249.83705645845293,43.0
139.0,247.33868589386842,43.0
140.0,244.86529903492973,43.0
141.0,242.41664604458043,43.0
142.0,239.99247958413463,43.0
143.0,237.59255478829328,43.0
144.0,235.21662924041036,43.0
145.0,232.86446294800626,43.0
146.0,230.5358183185262,43.0
147.0,228.23046013534093,43.0
148.0,225.94815553398752,43.0
149.0,223.68867397864764,43.0
150.0,221.45178723886116,43.0
151.0,219.23726936647256,43.0
152.0,217.04489667280782,43.0
153.0,214.87444770607974,43.0
154.0,212.72570322901893,43.0
155.0,210.59844619672873,43.0
156.0,208.49246173476143,43.0
157.0,206.40753711741382,43.0
158.0,204.34346174623968,43.0
159.0,202.3000271287773,43.0
160.0,200.27702685748952,43.0
161.0,198.27425658891462,43.0
162.0,196.29151402302548,43.0
163.0,194.32859888279523,43.0
164.0,192.3853128939673,43.0
165.0,190.46145976502763,43.0
166.0,188.55684516737736,43.0
167.0,186.67127671570358,43.0
168.0,184.80456394854656,43.0
169.0,182.9565183090611,43.0
170.0,181.1269531259705,43.0
171.0,179.31568359471078,43.0
172.0,177.52252675876366,43.0
173.0,175.74730149117602,43.0
174.0,173.98982847626425,43.0
175.0,172.24993019150162,43.0
176.0,170.5274308895866,43.0
177.0,168.82215658069074,43.0
178.0,167.13393501488383,43.0
179.0,165.462595664735,43.0
180.0,163.80796970808765,43.0
181.0,162.16989001100677,43.0
182.0,160.5481911108967,43.0
183.0,158.94270919978774,43.0
184.0,157.35328210778985,43.0
185.0,155.77974928671196,43.0
186.0,154.22195179384485,43.0
187.0,152.67973227590642,43.0
188.0,151.15293495314737,43.0
189.0,149.64140560361588,43.0
190.0,148.1449915475797,43.0
191.0,146.66354163210391,43.0
192.0,145.1969062157829,43.0
193.0,143.74493715362507,43.0
194.0,142.30748778208883,43.0
195.0,140.88441290426795,43.0
196.0,139.47556877522527,43.0
197.0,138.08081308747302,43.0
198.0,136.7000049565983,43.0
199.0,135.33300490703232,43.0
200.0,133.97967485796198,43.0
201.0,132.63987810938235,43.0
202.0,131.31347932828854,43.0
203.0,130.00034453500564,43.0
204.0,128.70034108965558,43.0
205.0,127.41333767875902,43.0
206.0,126.13920430197143,43.0
207.0,124.87781225895172,43.0
208.0,123.62903413636221,43.0
209.0,122.39274379499858,43.0
210.0,121.1688163570486,43.0
211.0,119.95712819347811,43.0
212.0,118.75755691154333,43.0
213.0,117.5699813424279,43.0
214.0,116.39428152900362,43.0
215.0,115.23033871371358,43.0
216.0,114.07803532657644,43.0
217.0,112.93725497331067,43.0
218.0,111.80788242357757,43.0
219.0,110.68980359934179,43.0
220.0,109.58290556334836,43.0
221.0,108.48707650771487,43.0
222.0,107.40220574263773,43.0
223.0,106.32818368521136,43.0
224.0,105.26490184835924,43.0
225.0,104.21225282987565,43.0
226.0,103.17013030157689,43.0
227.0,102.13842899856112,43.0
228.0,101.11704470857552,43.0
229.0,100.10587426148976,43.0
230.0,99.10481551887486,43.0
231.0,98.11376736368611,43.0
232.0,97.13262969004924,43.0
233.0,96.16130339314876,43.0
234.0,95.19969035921727,43.0
235.0,94.2476934556251,43.0
236.0,93.30521652106884,43.0
237.0,92.37216435585816,43.0
238.0,91.44844271229958,43.0
239.0,90.53395828517658,43.0
240.0,89.62861870232481,43.0
241.0,88.73233251530156,43.0
242.0,87.84500919014855,43.0
243.0,86.96655909824706,43.0
244.0,86.0968935072646,43.0
245.0,85.23592457219195,43.0
246.0,84.38356532647003,43.0
247.0,83.53972967320533,43.0
248.0,82.70433237647327,43.0
249.0,81.87728905270855,43.0
250.0,81.05851616218146,43.0
251.0,80.24793100055965,43.0
252.0,79.44545169055405,43.0
253.0,78.6509971736485,43.0
254.0,77.86448720191203,43.0
255.0,77.08584232989291,43.0
256.0,76.31498390659398,43.0
257.0,75.55183406752803,43.0
258.0,74.79631572685275,43.0
259.0,74.04835256958422,43.0
260.0,73.30786904388839,43.0
261.0,72.5747903534495,43.0
262.0,71.849042449915,43.0
263.0,71.13055202541585,43.0
264.0,70.4192465051617,43.0
265.0,69.71505404011008,43.0
266.0,69.01790349970898,43.0
267.0,68.32772446471189,43.0
268.0,67.64444722006478,43.0
269.0,66.96800274786413,43.0
270.0,66.29832272038549,43.0
271.0,65.63533949318163,43.0
272.0,64.97898609824982,43.0
273.0,64.32919623726733,43.0
274.0,63.685904274894654,43.0
275.0,63.04904523214571,43.0
276.0,62.41855477982425,43.0
277.0,61.79436923202601,43.0
278.0,61.17642553970575,43.0
279.0,60.56466128430869,43.0
280.0,59.9590146714656,43.0
281.0,59.35942452475095,43.0
282.0,58.76583027950344,43.0
283.0,58.178171976708406,43.0
284.0,57.59639025694132,43.0
285.0,57.02042635437191,43.0
286.0,56.450222090828184,43.0
287.0,55.8857198699199,43.0
288.0,55.3268626712207,43.0
289.0,54.77359404450849,43.0
290.0,54.225858104063406,43.0
291.0,53.68359952302277,43.0
292.0,53.146763527792544,43.0
293.0,52.61529589251462,43.0
294.0,52.08914293358947,43.0
295.0,51.568251504253574,43.0
296.0,51.05256898921104,43.0
297.0,50.54204329931893,43.0
298.0,50.036622866325736,43.0
299.0,49.536256637662476,43.0
300.0,49.04089407128585,43.0
301.0,48.55048513057299,43.0
302.0,48.06498027926726,43.0
303.0,47.58433047647459,43.0
304.0,47.10848717170985,43.0
305.0,46.63740229999275,43.0
306.0,46.17102827699282,43.0
307.0,45.70931799422289,43.0
308.0,45.252224814280666,43.0
309.0,44.79970256613786,43.0
310.0,44.35170554047648,43.0
311.0,43.90818848507172,43.0
312.0,43.469106600221004,43.0
313.0,43.034415534218795,43.0
314.0,42.604071378876604,43.0
315.0,42.17803066508784,43.0
316.0,41.75625035843696,43.0
317.0,41.33868785485259,43.0
318.0,40.92530097630406,43.0
319.0,40.51604796654102,43.0
320.0,40.110887486875605,43.0
321.0,39.70977861200685,43.0
322.0,39.31268082588678,43.0
323.0,38.91955401762791,43.0
324.0,38.53035847745163,43.0
325.0,38.14505489267711,43.0
326.0,37.76360434375034,43.0
327.0,37.38596830031283,43.0
328.0,37.01210861730971,43.0
329.0,36.64198753113661,43.0
330.0,36.27556765582524,43.0
331.0,35.91281197926699,43.0
332.0,35.55368385947432,43.0
333.0,35.198147020879574,43.0
334.0,34.846165550670776,43.0
335.0,34.497703895164065,43.0
336.0,34.152726856212425,43.0
337.0,33.8111995876503,43.0
338.0,33.4730875917738,43.0
339.0,33.13835671585606,43.0
340.0,32.8069731486975,43.0
341.0,32.478903417210525,43.0
342.0,32.15411438303842,43.0
343.0,31.832573239208035,43.0
344.0,31.514247506815956,43.0
345.0,31.199105031747795,43.0
346.0,30.887113981430318,43.0
347.0,30.578242841616014,43.0
348.0,30.272460413199852,43.0
349.0,29.969735809067853,43.0
350.0,29.670038450977174,43.0
351.0,29.3733380664674,43.0
352.0,29.079604685802728,43.0
353.0,28.7888086389447,43.0
354.0,28.500920552555254,43.0
355.0,28.215911347029703,43.0
356.0,27.933752233559407,43.0
357.0,27.65441471122381,43.0
358.0,27.377870564111575,43.0
359.0,27.104091858470458,43.0
360.0,26.83305093988575,43.0
361.0,26.564720430486894,43.0
362.0,26.299073226182024,43.0
363.0,26.036082493920205,43.0
364.0,25.775721668981003,43.0
365.0,25.517964452291192,43.0
366.0,25.26278480776828,43.0
367.0,25.010156959690597,43.0
368.0,24.76005539009369,43.0
369.0,24.512454836192752,43.0
370.0,24.267330287830823,43.0
371.0,24.024656984952514,43.0
372.0,23.78441041510299,43.0
373.0,23.54656631095196,43.0
374.0,23.31110064784244,43.0
375.0,23.077989641364017,43.0
376.0,22.847209744950376,43.0
377.0,22.618737647500872,43.0
378.0,22.392550271025865,43.0
379.0,22.168624768315606,43.0
380.0,21.94693852063245,43.0
381.0,21.727469135426126,43.0
382.0,21.510194444071864,43.0
383.0,21.295092499631146,43.0
384.0,21.082141574634836,43.0
385.0,20.871320158888487,43.0
386.0,20.6626069572996,43.0
387.0,20.455980887726607,43.0
388.0,20.25142107884934,43.0
389.0,20.048906868060847,43.0
390.0,19.84841779938024,43.0
391.0,19.649933621386438,43.0
392.0,19.453434285172573,43.0
393.0,19.25889994232085,43.0
394.0,19.06631094289764,43.0
395.0,18.875647833468665,43.0
396.0,18.68689135513398,43.0
397.0,18.50002244158264,43.0
398.0,18.315022217166813,43.0
399.0,18.131871994995144,43.0
400.0,17.95055327504519,43.0
401.0,17.77104774229474,43.0
402.0,17.593337264871792,43.0
403.0,17.417403892223074,43.0
404.0,17.243229853300843,43.0
405.0,17.070797554767836,43.0
406.0,16.900089579220158,43.0
407.0,16.731088683427956,43.0
408.0,16.563777796593676,43.0
409.0,16.39814001862774,43.0
410.0,16.234158618441462,43.0
411.0,16.071817032257048,43.0
412.0,15.911098861934477,43.0
413.0,15.751987873315132,43.0
414.0,15.594467994581981,43.0
415.0,15.43852331463616,43.0
416.0,15.284138081489798,43.0
417.0,15.1312967006749,43.0
418.0,14.979983733668151,43.0
419.0,14.83018389633147,43.0
420.0,14.681882057368155,43.0
421.0,14.535063236794473,43.0
422.0,14.389712604426528,43.0
423.0,14.245815478382262,43.0
424.0,14.10335732359844,43.0
425.0,13.962323750362454,43.0
426.0,13.82270051285883,43.0
427.0,13.684473507730242,43.0
428.0,13.54762877265294,43.0
429.0,13.41215248492641,43.0
430.0,13.278030960077146,43.0
431.0,13.145250650476374,43.0
432.0,13.013798143971611,43.0
433.0,12.883660162531894,43.0
434.0,12.754823560906576,43.0
435.0,12.62727532529751,43.0
436.0,12.501002572044536,43.0
437.0,12.37599254632409,43.0
438.0,12.252232620860848,43.0
439.0,12.12971029465224,43.0
440.0,12.008413191705717,43.0
441.0,11.88832905978866,43.0
442.0,11.769445769190773,43.0
443.0,11.651751311498865,43.0
444.0,11.535233798383876,43.0
445.0,11.419881460400038,43.0
446.0,11.305682645796038,43.0
447.0,11.192625819338078,43.0
448.0,11.080699561144698,43.0
449.0,10.96989256553325,43.0
450.0,10.860193639877918,43.0
451.0,10.75159170347914,43.0
452.0,10.644075786444349,43.0
453.0,10.537635028579905,43.0
454.0,10.432258678294106,43.0
455.0,10.327936091511166,43.0
456.0,10.224656730596054,43.0
457.0,10.122410163290093,43.0
458.0,10.021186061657192,43.0
459.0,9.92097420104062,43.0
460.0,9.821764459030213,43.0
461.0,9.72354681443991,43.0
462.0,9.62631134629551,43.0
463.0,9.530048232832556,43.0
464.0,9.434747750504231,43.0
465.0,9.340400272999188,43.0
466.0,9.246996270269197,43.0
467.0,9.154526307566504,43.0
468.0,9.06298104449084,43.0
469.0,8.97235123404593,43.0
470.0,8.882627721705472,43.0
471.0,8.793801444488416,43.0
472.0,8.705863430043532,43.0
473.0,8.618804795743097,43.0
474.0,8.532616747785665,43.0
475.0,8.44729058030781,43.0
476.0,8.362817674504731,43.0
477.0,8.279189497759683,43.0
478.0,8.196397602782087,43.0
479.0,8.114433626754266,43.0
480.0,8.033289290486724,43.0
481.0,7.952956397581857,43.0
482.0,7.873426833606038,43.0
483.0,7.794692565269977,43.0
484.0,7.716745639617277,43.0
485.0,7.639578183221104,43.0
486.0,7.563182401388893,43.0
487.0,7.487550577375004,43.0
488.0,7.412675071601254,43.0
489.0,7.338548320885241,43.0
490.0,7.265162837676389,43.0
491.0,7.192511209299625,43.0
492.0,7.120586097206629,43.0
493.0,7.049380236234563,43.0
494.0,6.978886433872217,43.0
495.0,6.909097569533495,43.0
496.0,6.84000659383816,43.0
497.0,6.771606527899778,43.0
498.0,6.70389046262078,43.0
499.0,6.636851557994572,43.0
500.0,6.570483042414627,43.0
501.0,6.50477821199048,43.0
502.0,6.4397304298705755,43.0
503.0,6.37533312557187,43.0
504.0,6.311579794316151,43.0
505.0,6.2484639963729895,43.0
506.0,6.18597935640926,43.0
507.0,6.124119562845167,43.0
508.0,6.062878367216715,43.0
509.0,6.002249583544548,43.0
510.0,5.942227087709102,43.0
511.0,5.882804816832011,43.0
512.0,5.823976768663691,43.0
513.0,5.765737000977054,43.0
514.0,5.708079630967283,43.0
515.0,5.650998834657611,43.0
516.0,5.594488846311035,43.0
517.0,5.538543957847924,43.0
518.0,5.483158518269445,43.0
519.0,5.42832693308675,43.0
520.0,5.374043663755883,43.0
521.0,5.320303227118324,43.0
522.0,5.267100194847141,43.0
523.0,5.2144291928986695,43.0
524.0,5.1622849009696825,43.0
525.0,5.110662051959986,43.0
526.0,5.059555431440386,43.0
527.0,5.0089598771259825,43.0
528.0,4.9588702783547225,43.0
529.0,4.909281575571176,43.0
530.0,4.860188759815464,43.0
531.0,4.811586872217309,43.0
532.0,4.763471003495136,43.0
533.0,4.7158362934601845,43.0
534.0,4.6686779305255826,43.0
535.0,4.621991151220326,43.0
536.0,4.575771239708123,43.0
537.0,4.530013527311042,43.0
538.0,4.484713392037932,43.0
539.0,4.4398662581175525,43.0
540.0,4.395467595536377,43.0
541.0,4.351512919581013,43.0
542.0,4.307997790385203,43.0
543.0,4.264917812481351,43.0
544.0,4.222268634356538,43.0
545.0,4.180045948012972,43.0
546.0,4.138245488532842,43.0
547.0,4.096863033647514,43.0
548.0,4.055894403311039,43.0
549.0,4.015335459277929,43.0
550.0,3.9751821046851497,43.0
551.0,3.935430283638298,43.0
552.0,3.896075980801915,43.0
553.0,3.857115220993896,43.0
554.0,3.818544068783957,43.0
555.0,3.7803586280961174,43.0
556.0,3.742555041815156,43.0
557.0,3.7051294913970043,43.0
558.0,3.6680781964830342,43.0
559.0,3.631397414518204,43.0
560.0,3.595083440373022,43.0
561.0,3.5591326059692916,43.0
562.0,3.523541279909599,43.0
563.0,3.488305867110503,43.0
564.0,3.453422808439398,43.0
565.0,3.418888580355004,43.0
566.0,3.384699694551454,43.0
567.0,3.3508526976059394,43.0
568.0,3.31734417062988,43.0
569.0,3.284170728923581,43.0
570.0,3.251329021634345,43.0
571.0,3.2188157314180015,43.0
572.0,3.1866275741038215,43.0
573.0,3.154761298362783,43.0
574.0,3.1232136853791554,43.0
575.0,3.091981548525364,43.0
576.0,3.0610617330401104,43.0
577.0,3.030451115709709,43.0
578.0,3.000146604552612,43.0
579.0,2.970145138507086,43.0
580.0,2.940443687122015,43.0
581.0,2.911039250250795,43.0
582.0,2.881928857748287,43.0
583.0,2.853109569170804,43.0
584.0,2.824578473479096,43.0
585.0,2.796332688744305,43.0
586.0,2.768369361856862,43.0
587.0,2.7406856682382936,43.0
588.0,2.7132788115559108,43.0
589.0,2.686146023440352,43.0
590.0,2.659284563205948,43.0
591.0,2.6326917175738886,43.0
