"tick","A treasure's value","Number of teams formed"
83.0,434.23132679181197,18.0
84.0,429.8890135238938,18.0
85.0,425.5901233886549,18.0
86.0,421.3342221547683,18.0
87.0,417.12087993322064,18.0
88.0,412.94967113388844,18.0
89.0,408.82017442254954,18.0
90.0,404.73197267832404,18.0
91.0,400.6846529515408,18.0
92.0,396.67780642202536,18.0
93.0,392.7110283578051,18.0
94.0,388.7839180742271,18.0
95.0,384.8960788934848,18.0
96.0,381.04711810454995,18.0
97.0,377.23664692350445,18.0
98.0,373.4642804542694,18.0
99.0,369.72963764972667,18.0
100.0,366.0323412732294,18.0
101.0,362.3720178604971,18.0
102.0,358.74829768189215,18.0
103.0,355.1608147050732,18.0
104.0,351.6092065580225,18.0
105.0,348.0931144924423,18.0
106.0,344.6121833475179,18.0
107.0,341.1660615140427,18.0
108.0,337.7544008989023,18.0
109.0,334.37685688991326,18.0
110.0,331.03308832101413,18.0
111.0,327.722757437804,18.0
112.0,324.4455298634259,18.0
113.0,321.20107456479167,18.0
114.0,317.9890638191437,18.0
115.0,314.8091731809523,18.0
116.0,311.6610814491428,18.0
117.0,308.54447063465136,18.0
118.0,305.45902592830487,18.0
119.0,302.40443566902184,18.0
120.0,299.3803913123316,18.0
121.0,296.3865873992083,18.0
122.0,293.4227215252162,18.0
123.0,290.48849430996404,18.0
124.0,287.5836093668644,18.0
125.0,284.70777327319576,18.0
126.0,281.8606955404638,18.0
127.0,279.04208858505916,18.0
128.0,276.25166769920855,18.0
129.0,273.48915102221645,18.0
130.0,270.7542595119943,18.0
131.0,268.04671691687435,18.0
132.0,265.3662497477056,18.0
133.0,262.7125872502285,18.0
134.0,260.08546137772623,18.0
135.0,257.484606763949,18.0
136.0,254.9097606963095,18.0
137.0,252.3606630893464,18.0
138.0,249.83705645845293,18.0
139.0,247.33868589386842,18.0
140.0,244.86529903492973,18.0
141.0,242.41664604458043,18.0
142.0,239.99247958413463,18.0
143.0,237.59255478829328,18.0
144.0,235.21662924041036,18.0
145.0,232.86446294800626,18.0
146.0,230.5358183185262,18.0
147.0,228.23046013534093,18.0
148.0,225.94815553398752,18.0
149.0,223.68867397864764,18.0
150.0,221.45178723886116,18.0
151.0,219.23726936647256,18.0
152.0,217.04489667280782,18.0
153.0,214.87444770607974,18.0
154.0,212.72570322901893,18.0
155.0,210.59844619672873,18.0
156.0,208.49246173476143,18.0
157.0,206.40753711741382,18.0
158.0,204.34346174623968,18.0
159.0,202.3000271287773,18.0
160.0,200.27702685748952,18.0
161.0,198.27425658891462,18.0
162.0,196.29151402302548,18.0
163.0,194.32859888279523,18.0
164.0,192.3853128939673,18.0
165.0,190.46145976502763,18.0
166.0,188.55684516737736,18.0
167.0,186.67127671570358,18.0
168.0,184.80456394854656,18.0
169.0,182.9565183090611,18.0
170.0,181.1269531259705,18.0
171.0,179.31568359471078,18.0
172.0,177.52252675876366,18.0
173.0,175.74730149117602,18.0
174.0,173.98982847626425,18.0
175.0,172.24993019150162,18.0
176.0,170.5274308895866,18.0
177.0,168.82215658069074,18.0
178.0,167.13393501488383,18.0
179.0,165.462595664735,18.0
180.0,163.80796970808765,18.0
181.0,162.16989001100677,18.0
182.0,160.5481911108967,18.0
183.0,158.94270919978774,18.0
184.0,157.35328210778985,18.0
185.0,155.77974928671196,18.0
186.0,154.22195179384485,18.0
187.0,152.67973227590642,18.0
188.0,151.15293495314737,18.0
189.0,149.64140560361588,18.0
190.0,148.1449915475797,18.0
191.0,146.66354163210391,18.0
192.0,145.1969062157829,18.0
193.0,143.74493715362507,18.0
194.0,142.30748778208883,18.0
195.0,140.88441290426795,18.0
196.0,139.47556877522527,18.0
197.0,138.08081308747302,18.0
198.0,136.7000049565983,18.0
199.0,135.33300490703232,18.0
200.0,133.97967485796198,18.0
201.0,132.63987810938235,18.0
202.0,131.31347932828854,18.0
203.0,130.00034453500564,18.0
204.0,128.70034108965558,18.0
205.0,127.41333767875902,18.0
206.0,126.13920430197143,18.0
207.0,124.87781225895172,18.0
208.0,123.62903413636221,18.0
209.0,122.39274379499858,18.0
210.0,121.1688163570486,18.0
211.0,119.95712819347811,18.0
212.0,118.75755691154333,18.0
213.0,117.5699813424279,18.0
214.0,116.39428152900362,18.0
215.0,115.23033871371358,18.0
216.0,114.07803532657644,18.0
217.0,112.93725497331067,18.0
218.0,111.80788242357757,18.0
219.0,110.68980359934179,18.0
220.0,109.58290556334836,18.0
221.0,108.48707650771487,18.0
222.0,107.40220574263773,18.0
223.0,106.32818368521136,18.0
224.0,105.26490184835924,18.0
225.0,104.21225282987565,18.0
226.0,103.17013030157689,18.0
227.0,102.13842899856112,18.0
228.0,101.11704470857552,18.0
229.0,100.10587426148976,18.0
230.0,99.10481551887486,18.0
231.0,98.11376736368611,18.0
232.0,97.13262969004924,18.0
233.0,96.16130339314876,18.0
234.0,95.19969035921727,18.0
235.0,94.2476934556251,18.0
236.0,93.30521652106884,18.0
237.0,92.37216435585816,18.0
238.0,91.44844271229958,18.0
239.0,90.53395828517658,18.0
240.0,89.62861870232481,18.0
241.0,88.73233251530156,18.0
242.0,87.84500919014855,18.0
243.0,86.96655909824706,18.0
244.0,86.0968935072646,18.0
245.0,85.23592457219195,18.0
246.0,84.38356532647003,18.0
247.0,83.53972967320533,18.0
248.0,82.70433237647327,18.0
249.0,81.87728905270855,18.0
250.0,81.05851616218146,18.0
251.0,80.24793100055965,18.0
252.0,79.44545169055405,18.0
253.0,78.6509971736485,18.0
254.0,77.86448720191203,18.0
255.0,77.08584232989291,18.0
256.0,76.31498390659398,18.0
257.0,75.55183406752803,18.0
258.0,74.79631572685275,18.0
259.0,74.04835256958422,18.0
260.0,73.30786904388839,18.0
261.0,72.5747903534495,18.0
262.0,71.849042449915,18.0
263.0,71.13055202541585,18.0
264.0,70.4192465051617,18.0
265.0,69.71505404011008,18.0
266.0,69.01790349970898,18.0
267.0,68.32772446471189,18.0
268.0,67.64444722006478,18.0
269.0,66.96800274786413,18.0
270.0,66.29832272038549,18.0
271.0,65.63533949318163,18.0
272.0,64.97898609824982,18.0
273.0,64.32919623726733,18.0
274.0,63.685904274894654,18.0
275.0,63.04904523214571,18.0
276.0,62.41855477982425,18.0
277.0,61.79436923202601,18.0
278.0,61.17642553970575,18.0
279.0,60.56466128430869,18.0
280.0,59.9590146714656,18.0
281.0,59.35942452475095,18.0
282.0,58.76583027950344,18.0
283.0,58.178171976708406,18.0
284.0,57.59639025694132,18.0
285.0,57.02042635437191,18.0
286.0,56.450222090828184,18.0
287.0,55.8857198699199,18.0
288.0,55.3268626712207,18.0
289.0,54.77359404450849,18.0
290.0,54.225858104063406,18.0
291.0,53.68359952302277,18.0
292.0,53.146763527792544,18.0
293.0,52.61529589251462,18.0
294.0,52.08914293358947,18.0
295.0,51.568251504253574,18.0
296.0,51.05256898921104,18.0
297.0,50.54204329931893,18.0
298.0,50.036622866325736,18.0
299.0,49.536256637662476,18.0
300.0,49.04089407128585,18.0
301.0,48.55048513057299,18.0
302.0,48.06498027926726,18.0
303.0,47.58433047647459,18.0
304.0,47.10848717170985,18.0
305.0,46.63740229999275,18.0
306.0,46.17102827699282,18.0
307.0,45.70931799422289,18.0
308.0,45.252224814280666,18.0
309.0,44.79970256613786,18.0
310.0,44.35170554047648,18.0
311.0,43.90818848507172,18.0
312.0,43.469106600221004,18.0
313.0,43.034415534218795,18.0
314.0,42.604071378876604,18.0
315.0,42.17803066508784,18.0
316.0,41.75625035843696,18.0
317.0,41.33868785485259,18.0
318.0,40.92530097630406,18.0
319.0,40.51604796654102,18.0
320.0,40.110887486875605,18.0
321.0,39.70977861200685,18.0
322.0,39.31268082588678,18.0
323.0,38.91955401762791,18.0
324.0,38.53035847745163,18.0
325.0,38.14505489267711,18.0
326.0,37.76360434375034,18.0
327.0,37.38596830031283,18.0
328.0,37.01210861730971,18.0
329.0,36.64198753113661,18.0
