"FinalTimeTick","StartingDistanceFromFoundTreasure","FinalUtility","InTeam"
20,9.848857801796104,817.906937597231,"false"
33,21.470910553583888,717.7305325982751,"false"
2,2.0,980.1,"false"
5,4.123105625617661,950.9900499,"false"
5,3.605551275463989,950.9900499,"false"
3,3.0,970.299,"false"
40,10.04987562112089,668.9717585696804,"false"
20,10.816653826391969,817.906937597231,"false"
2,2.0,980.1,"false"
13,7.0,877.5210229989681,"false"
23,7.211102550927978,793.6142836436557,"false"
5,4.123105625617661,950.9900499,"false"
27,19.1049731745428,762.3427143471039,"false"
15,9.055385138137417,860.0583546412887,"false"
25,16.76305461424021,777.8213593991469,"false"
5,3.605551275463989,950.9900499,"false"
44,29.410882339705484,642.6116020847182,"false"
11,5.385164807134504,895.3382542587166,"false"
22,15.620499351813308,801.6305895390461,"false"
3,2.23606797749979,970.299,"false"
3,2.23606797749979,970.299,"false"
30,14.560219778561036,739.7003733882805,"false"
12,8.48528137423857,886.3848717161294,"false"
40,20.615528128088304,668.9717585696804,"false"
12,6.708203932499369,886.3848717161294,"false"
21,9.0,809.7278682212587,"false"
7,5.385164807134504,932.06534790699,"false"
5,4.123105625617661,950.9900499,"false"
1,1.0,990.0,"false"
13,10.0,877.5210229989681,"false"
2,1.4142135623730951,980.1,"false"
9,6.4031242374328485,913.517247483641,"false"
39,24.186773244895647,675.7290490602833,"false"
22,15.811388300841896,801.6305895390461,"false"
50,15.231546211727817,302.5030335687682,"true"
27,5.0990195135927845,385.0215729025777,"true"
23,15.652475842498529,793.6142836436557,"false"
2,1.4142135623730951,980.1,"false"
11,8.54400374531753,895.3382542587166,"false"
5,3.605551275463989,950.9900499,"false"
37,18.027756377319946,689.449085869078,"false"
4,3.1622776601683795,960.59601,"false"
2,2.0,980.1,"false"
55,30.01666203960727,287.6773749884643,"true"
43,29.206163733020468,649.1026283684023,"false"
20,13.341664064126334,817.906937597231,"false"
15,6.708203932499369,860.0583546412887,"false"
49,24.020824298928627,305.5586197664325,"true"
38,21.02379604162864,682.5545950103872,"false"
14,7.615773105863909,868.7458127689785,"false"
36,21.840329667841555,696.4132180495737,"false"
2,1.4142135623730951,980.1,"false"
14,6.082762530298219,868.7458127689785,"false"
41,7.0710678118654755,662.2820409839836,"false"
10,7.0710678118654755,904.3820750088046,"false"
18,13.038404810405298,834.5137614500878,"false"
2,0.0,980.1,"false"
24,17.029386365926403,785.678140807219,"false"
4,3.1622776601683795,960.59601,"false"
31,22.47220505424423,732.3033696543977,"false"
9,6.4031242374328485,913.517247483641,"false"
8,5.830951894845301,922.7446944279202,"false"
8,5.656854249492381,922.7446944279202,"false"
13,9.219544457292887,877.5210229989681,"false"
41,23.194827009486403,662.2820409839836,"false"
15,10.44030650891055,860.0583546412887,"false"
15,9.055385138137417,860.0583546412887,"false"
6,4.242640687119285,941.4801494010001,"false"
25,13.92838827718412,777.8213593991469,"false"
24,14.142135623730951,785.678140807219,"false"
9,5.0,913.517247483641,"false"
12,8.48528137423857,886.3848717161294,"false"
3,2.23606797749979,970.299,"false"
23,13.0,793.6142836436557,"false"
7,5.0,932.06534790699,"false"
4,2.8284271247461903,960.59601,"false"
2,2.0,980.1,"false"
12,4.47213595499958,886.3848717161294,"false"
27,14.317821063276353,762.3427143471039,"false"
8,5.830951894845301,922.7446944279202,"false"
37,26.248809496813376,689.449085869078,"false"
37,18.110770276274835,689.449085869078,"false"
16,5.0,851.4577710948759,"false"
13,9.848857801796104,877.5210229989681,"false"
55,12.041594578792296,287.6773749884643,"true"
18,12.806248474865697,834.5137614500878,"false"
17,12.206555615733702,842.9431933839271,"false"
15,10.816653826391969,860.0583546412887,"false"
10,5.0990195135927845,904.3820750088046,"false"
44,31.240998703626616,642.6116020847182,"false"
4,3.1622776601683795,960.59601,"false"
46,25.059928172283335,629.8236312032324,"false"
47,24.698178070456937,314.9118156016162,"true"
4,3.1622776601683795,960.59601,"false"
7,4.123105625617661,932.06534790699,"false"
8,5.656854249492381,922.7446944279202,"false"
3,2.23606797749979,970.299,"false"
9,6.4031242374328485,913.517247483641,"false"
61,26.570660511172846,270.8425379834269,"true"
4,3.1622776601683795,960.59601,"false"
31,19.4164878389476,732.3033696543977,"false"
59,17.69180601295413,279.13306927393194,"true"
15,9.848857801796104,860.0583546412887,"false"
