"tick","A treasure's value","Number of teams formed"
83.0,434.23132679181197,86.0
84.0,429.8890135238938,86.0
85.0,425.5901233886549,86.0
86.0,421.3342221547683,86.0
87.0,417.12087993322064,86.0
88.0,412.94967113388844,86.0
89.0,408.82017442254954,86.0
90.0,404.73197267832404,86.0
91.0,400.6846529515408,86.0
92.0,396.67780642202536,86.0
93.0,392.7110283578051,86.0
94.0,388.7839180742271,86.0
95.0,384.8960788934848,86.0
96.0,381.04711810454995,86.0
97.0,377.23664692350445,86.0
98.0,373.4642804542694,86.0
99.0,369.72963764972667,86.0
100.0,366.0323412732294,86.0
101.0,362.3720178604971,86.0
102.0,358.74829768189215,86.0
103.0,355.1608147050732,86.0
104.0,351.6092065580225,86.0
105.0,348.0931144924423,86.0
106.0,344.6121833475179,86.0
107.0,341.1660615140427,86.0
108.0,337.7544008989023,86.0
109.0,334.37685688991326,86.0
110.0,331.03308832101413,86.0
111.0,327.722757437804,86.0
112.0,324.4455298634259,86.0
113.0,321.20107456479167,86.0
114.0,317.9890638191437,86.0
115.0,314.8091731809523,86.0
116.0,311.6610814491428,86.0
117.0,308.54447063465136,86.0
118.0,305.45902592830487,86.0
119.0,302.40443566902184,86.0
120.0,299.3803913123316,86.0
121.0,296.3865873992083,86.0
122.0,293.4227215252162,86.0
123.0,290.48849430996404,86.0
124.0,287.5836093668644,86.0
125.0,284.70777327319576,86.0
126.0,281.8606955404638,86.0
127.0,279.04208858505916,86.0
128.0,276.25166769920855,86.0
129.0,273.48915102221645,86.0
130.0,270.7542595119943,86.0
131.0,268.04671691687435,86.0
132.0,265.3662497477056,86.0
133.0,262.7125872502285,86.0
134.0,260.08546137772623,86.0
135.0,257.484606763949,86.0
136.0,254.9097606963095,86.0
137.0,252.3606630893464,86.0
138.0,249.83705645845293,86.0
139.0,247.33868589386842,86.0
140.0,244.86529903492973,86.0
141.0,242.41664604458043,86.0
142.0,239.99247958413463,86.0
143.0,237.59255478829328,86.0
144.0,235.21662924041036,86.0
145.0,232.86446294800626,86.0
146.0,230.5358183185262,86.0
147.0,228.23046013534093,86.0
148.0,225.94815553398752,86.0
149.0,223.68867397864764,86.0
150.0,221.45178723886116,87.0
151.0,219.23726936647256,87.0
152.0,217.04489667280782,87.0
153.0,214.87444770607974,87.0
154.0,212.72570322901893,87.0
155.0,210.59844619672873,87.0
156.0,208.49246173476143,87.0
157.0,206.40753711741382,87.0
158.0,204.34346174623968,87.0
159.0,202.3000271287773,87.0
160.0,200.27702685748952,87.0
161.0,198.27425658891462,87.0
162.0,196.29151402302548,87.0
163.0,194.32859888279523,87.0
164.0,192.3853128939673,87.0
165.0,190.46145976502763,87.0
166.0,188.55684516737736,87.0
167.0,186.67127671570358,87.0
168.0,184.80456394854656,87.0
169.0,182.9565183090611,87.0
170.0,181.1269531259705,87.0
171.0,179.31568359471078,87.0
172.0,177.52252675876366,87.0
173.0,175.74730149117602,87.0
174.0,173.98982847626425,87.0
175.0,172.24993019150162,87.0
176.0,170.5274308895866,87.0
177.0,168.82215658069074,87.0
178.0,167.13393501488383,87.0
179.0,165.462595664735,87.0
180.0,163.80796970808765,87.0
181.0,162.16989001100677,87.0
182.0,160.5481911108967,87.0
183.0,158.94270919978774,87.0
184.0,157.35328210778985,87.0
185.0,155.77974928671196,87.0
186.0,154.22195179384485,87.0
187.0,152.67973227590642,87.0
188.0,151.15293495314737,87.0
189.0,149.64140560361588,87.0
190.0,148.1449915475797,87.0
191.0,146.66354163210391,87.0
192.0,145.1969062157829,87.0
193.0,143.74493715362507,87.0
194.0,142.30748778208883,87.0
195.0,140.88441290426795,87.0
196.0,139.47556877522527,87.0
197.0,138.08081308747302,87.0
198.0,136.7000049565983,87.0
199.0,135.33300490703232,87.0
200.0,133.97967485796198,87.0
201.0,132.63987810938235,87.0
202.0,131.31347932828854,87.0
203.0,130.00034453500564,87.0
204.0,128.70034108965558,87.0
205.0,127.41333767875902,87.0
206.0,126.13920430197143,87.0
207.0,124.87781225895172,87.0
208.0,123.62903413636221,87.0
209.0,122.39274379499858,87.0
210.0,121.1688163570486,87.0
211.0,119.95712819347811,87.0
212.0,118.75755691154333,87.0
213.0,117.5699813424279,87.0
214.0,116.39428152900362,87.0
215.0,115.23033871371358,87.0
216.0,114.07803532657644,87.0
217.0,112.93725497331067,87.0
218.0,111.80788242357757,87.0
219.0,110.68980359934179,87.0
220.0,109.58290556334836,87.0
221.0,108.48707650771487,87.0
222.0,107.40220574263773,87.0
223.0,106.32818368521136,87.0
224.0,105.26490184835924,87.0
225.0,104.21225282987565,87.0
226.0,103.17013030157689,87.0
227.0,102.13842899856112,87.0
228.0,101.11704470857552,87.0
229.0,100.10587426148976,87.0
230.0,99.10481551887486,87.0
231.0,98.11376736368611,87.0
232.0,97.13262969004924,87.0
233.0,96.16130339314876,87.0
234.0,95.19969035921727,87.0
235.0,94.2476934556251,87.0
236.0,93.30521652106884,87.0
237.0,92.37216435585816,87.0
238.0,91.44844271229958,87.0
239.0,90.53395828517658,87.0
240.0,89.62861870232481,87.0
241.0,88.73233251530156,87.0
242.0,87.84500919014855,87.0
243.0,86.96655909824706,88.0
244.0,86.0968935072646,88.0
245.0,85.23592457219195,88.0
246.0,84.38356532647003,88.0
247.0,83.53972967320533,88.0
248.0,82.70433237647327,88.0
249.0,81.87728905270855,88.0
250.0,81.05851616218146,88.0
251.0,80.24793100055965,88.0
252.0,79.44545169055405,88.0
253.0,78.6509971736485,88.0
254.0,77.86448720191203,88.0
255.0,77.08584232989291,88.0
256.0,76.31498390659398,88.0
257.0,75.55183406752803,88.0
258.0,74.79631572685275,88.0
259.0,74.04835256958422,88.0
260.0,73.30786904388839,88.0
261.0,72.5747903534495,88.0
262.0,71.849042449915,88.0
263.0,71.13055202541585,88.0
264.0,70.4192465051617,88.0
265.0,69.71505404011008,88.0
266.0,69.01790349970898,88.0
267.0,68.32772446471189,88.0
268.0,67.64444722006478,88.0
269.0,66.96800274786413,88.0
270.0,66.29832272038549,88.0
271.0,65.63533949318163,88.0
272.0,64.97898609824982,88.0
273.0,64.32919623726733,88.0
274.0,63.685904274894654,88.0
275.0,63.04904523214571,88.0
276.0,62.41855477982425,88.0
277.0,61.79436923202601,88.0
278.0,61.17642553970575,88.0
279.0,60.56466128430869,88.0
280.0,59.9590146714656,88.0
281.0,59.35942452475095,88.0
282.0,58.76583027950344,88.0
283.0,58.178171976708406,88.0
284.0,57.59639025694132,88.0
285.0,57.02042635437191,88.0
286.0,56.450222090828184,88.0
287.0,55.8857198699199,88.0
288.0,55.3268626712207,88.0
289.0,54.77359404450849,88.0
290.0,54.225858104063406,88.0
291.0,53.68359952302277,88.0
292.0,53.146763527792544,88.0
293.0,52.61529589251462,88.0
294.0,52.08914293358947,88.0
295.0,51.568251504253574,88.0
296.0,51.05256898921104,88.0
297.0,50.54204329931893,88.0
298.0,50.036622866325736,88.0
299.0,49.536256637662476,88.0
300.0,49.04089407128585,88.0
301.0,48.55048513057299,88.0
302.0,48.06498027926726,88.0
303.0,47.58433047647459,88.0
304.0,47.10848717170985,88.0
305.0,46.63740229999275,88.0
306.0,46.17102827699282,88.0
307.0,45.70931799422289,88.0
308.0,45.252224814280666,88.0
309.0,44.79970256613786,88.0
310.0,44.35170554047648,88.0
311.0,43.90818848507172,88.0
312.0,43.469106600221004,88.0
313.0,43.034415534218795,88.0
314.0,42.604071378876604,88.0
315.0,42.17803066508784,88.0
316.0,41.75625035843696,88.0
317.0,41.33868785485259,88.0
318.0,40.92530097630406,88.0
319.0,40.51604796654102,88.0
320.0,40.110887486875605,88.0
321.0,39.70977861200685,88.0
322.0,39.31268082588678,88.0
323.0,38.91955401762791,88.0
324.0,38.53035847745163,88.0
325.0,38.14505489267711,88.0
326.0,37.76360434375034,88.0
327.0,37.38596830031283,88.0
328.0,37.01210861730971,88.0
329.0,36.64198753113661,88.0
330.0,36.27556765582524,88.0
331.0,35.91281197926699,88.0
332.0,35.55368385947432,88.0
333.0,35.198147020879574,88.0
334.0,34.846165550670776,88.0
335.0,34.497703895164065,88.0
336.0,34.152726856212425,88.0
337.0,33.8111995876503,88.0
338.0,33.4730875917738,88.0
339.0,33.13835671585606,88.0
340.0,32.8069731486975,88.0
341.0,32.478903417210525,88.0
342.0,32.15411438303842,88.0
343.0,31.832573239208035,88.0
344.0,31.514247506815956,88.0
345.0,31.199105031747795,88.0
346.0,30.887113981430318,88.0
347.0,30.578242841616014,88.0
348.0,30.272460413199852,88.0
349.0,29.969735809067853,88.0
350.0,29.670038450977174,88.0
351.0,29.3733380664674,88.0
352.0,29.079604685802728,88.0
353.0,28.7888086389447,88.0
354.0,28.500920552555254,88.0
355.0,28.215911347029703,88.0
356.0,27.933752233559407,88.0
357.0,27.65441471122381,88.0
358.0,27.377870564111575,88.0
359.0,27.104091858470458,88.0
360.0,26.83305093988575,88.0
361.0,26.564720430486894,88.0
362.0,26.299073226182024,88.0
363.0,26.036082493920205,88.0
364.0,25.775721668981003,88.0
365.0,25.517964452291192,88.0
366.0,25.26278480776828,88.0
367.0,25.010156959690597,88.0
368.0,24.76005539009369,88.0
369.0,24.512454836192752,88.0
370.0,24.267330287830823,88.0
371.0,24.024656984952514,88.0
372.0,23.78441041510299,88.0
373.0,23.54656631095196,88.0
374.0,23.31110064784244,88.0
375.0,23.077989641364017,88.0
376.0,22.847209744950376,88.0
377.0,22.618737647500872,88.0
378.0,22.392550271025865,88.0
379.0,22.168624768315606,88.0
380.0,21.94693852063245,88.0
381.0,21.727469135426126,88.0
382.0,21.510194444071864,88.0
383.0,21.295092499631146,88.0
384.0,21.082141574634836,88.0
385.0,20.871320158888487,88.0
386.0,20.6626069572996,88.0
387.0,20.455980887726607,88.0
388.0,20.25142107884934,88.0
389.0,20.048906868060847,88.0
390.0,19.84841779938024,88.0
391.0,19.649933621386438,88.0
392.0,19.453434285172573,88.0
393.0,19.25889994232085,88.0
394.0,19.06631094289764,88.0
395.0,18.875647833468665,88.0
396.0,18.68689135513398,88.0
397.0,18.50002244158264,88.0
398.0,18.315022217166813,88.0
399.0,18.131871994995144,88.0
400.0,17.95055327504519,88.0
401.0,17.77104774229474,88.0
402.0,17.593337264871792,88.0
403.0,17.417403892223074,88.0
404.0,17.243229853300843,88.0
405.0,17.070797554767836,88.0
406.0,16.900089579220158,88.0
407.0,16.731088683427956,88.0
408.0,16.563777796593676,88.0
409.0,16.39814001862774,88.0
410.0,16.234158618441462,88.0
411.0,16.071817032257048,88.0
412.0,15.911098861934477,88.0
413.0,15.751987873315132,88.0
414.0,15.594467994581981,88.0
415.0,15.43852331463616,88.0
416.0,15.284138081489798,88.0
417.0,15.1312967006749,88.0
418.0,14.979983733668151,88.0
419.0,14.83018389633147,88.0
420.0,14.681882057368155,88.0
421.0,14.535063236794473,88.0
422.0,14.389712604426528,88.0
423.0,14.245815478382262,88.0
424.0,14.10335732359844,88.0
425.0,13.962323750362454,88.0
426.0,13.82270051285883,88.0
427.0,13.684473507730242,88.0
428.0,13.54762877265294,88.0
429.0,13.41215248492641,88.0
430.0,13.278030960077146,88.0
431.0,13.145250650476374,88.0
432.0,13.013798143971611,88.0
433.0,12.883660162531894,88.0
434.0,12.754823560906576,88.0
435.0,12.62727532529751,88.0
436.0,12.501002572044536,88.0
437.0,12.37599254632409,88.0
438.0,12.252232620860848,88.0
439.0,12.12971029465224,88.0
440.0,12.008413191705717,88.0
441.0,11.88832905978866,88.0
442.0,11.769445769190773,88.0
443.0,11.651751311498865,88.0
444.0,11.535233798383876,88.0
445.0,11.419881460400038,88.0
446.0,11.305682645796038,88.0
447.0,11.192625819338078,88.0
448.0,11.080699561144698,88.0
449.0,10.96989256553325,88.0
450.0,10.860193639877918,88.0
451.0,10.75159170347914,88.0
452.0,10.644075786444349,88.0
453.0,10.537635028579905,88.0
454.0,10.432258678294106,88.0
455.0,10.327936091511166,88.0
456.0,10.224656730596054,88.0
457.0,10.122410163290093,88.0
458.0,10.021186061657192,88.0
459.0,9.92097420104062,88.0
460.0,9.821764459030213,88.0
461.0,9.72354681443991,88.0
462.0,9.62631134629551,88.0
463.0,9.530048232832556,88.0
464.0,9.434747750504231,88.0
465.0,9.340400272999188,88.0
466.0,9.246996270269197,88.0
467.0,9.154526307566504,88.0
468.0,9.06298104449084,88.0
469.0,8.97235123404593,88.0
470.0,8.882627721705472,88.0
471.0,8.793801444488416,88.0
472.0,8.705863430043532,88.0
473.0,8.618804795743097,88.0
474.0,8.532616747785665,88.0
475.0,8.44729058030781,88.0
476.0,8.362817674504731,88.0
477.0,8.279189497759683,88.0
478.0,8.196397602782087,88.0
479.0,8.114433626754266,88.0
